date,cat_financial_security
2011m1,.4948436
2011m2,.2755241
2011m3,.1760945
2011m4,.062531
2011m5,-.2220046
2011m6,-.3355602
2011m7,-.4621402
2011m8,-.6763272
2011m9,-1.188964
2011m10,-1.535216
2011m11,-1.570514
2011m12,-1.13607
2012m1,-.3784397
2012m2,-.1303155
2012m3,-.3124535
2012m4,-.689813
2012m5,-.9259576
2012m6,-.7771246
2012m7,-.5798053
2012m8,-.3890802
2012m9,-.5209754
2012m10,-.8674822
2012m11,-1.120997
2012m12,-.7334836
2013m1,.0403607
2013m2,.2533632
2013m3,.2514297
2013m4,.0950368
2013m5,-.1681285
2013m6,-.3497596
2013m7,-.3859929
2013m8,-.5203019
2013m9,-.6053983
2013m10,-.5685982
2013m11,-.6028587
2013m12,-.229574
2014m1,.5330141
2014m2,.7344439
2014m3,.6143645
2014m4,.4325901
2014m5,.2707064
2014m6,.3022418
2014m7,.2519577
2014m8,.0569759
2014m9,-.2248987
2014m10,-.4499973
2014m11,-.459915
2014m12,.0749513
2015m1,.9680534
2015m2,1.404889
2015m3,1.507576
2015m4,1.270484
2015m5,.9612331
2015m6,.8270497
2015m7,.7617259
2015m8,.49008
2015m9,.0422867
2015m10,-.2733428
2015m11,-.3641067
2015m12,.0894328
2016m1,1.002164
2016m2,1.511948
2016m3,1.830416
2016m4,2.167828
