stress
-1.215701
1.538946
.32103
-.3782182
-.8699515
.2400838
-.8657431
.6481659
1.718243
1.847419
1.047709
.6372053
-.1016532
-.1710873
-.2735272
.0805605
.4554732
-1.445507
-1.259752
.5380723
1.179659
1.132261
.870254
-1.074905
-.545924
1.704743
.8134189
-.5113077
-.9935417
-1.496176
-.2281107
1.3991
1.444394
2.531844
2.081251
1.365545
.3981144
.3585367
1.107183
-.4457091
-.0689506
-.100519
-.6915598
.0552135
1.103178
2.986991
1.743926
.547896
-.1785766
-.9710746
-.1570798
.2060906
-.982374
-.0708345
-1.626772
-.4600696
.4721206
