date,swb_anger
2008m1,-2.150867
2008m2,-1.448494
2008m3,-.7773561
2008m4,-.3509689
2008m5,-.3233049
2008m6,-.3672495
2008m7,-.4319384
2008m8,-.2279028
2008m9,.1877868
2008m10,.5346747
2008m11,.4597867
2008m12,-.0911988
2009m1,-.2248588
2009m2,.1535877
2009m3,.0889144
2009m4,-.2411059
2009m5,-.4084333
2009m6,.0312986
2009m7,.6757247
2009m8,.8112704
2009m9,.3283847
2009m10,-.33571
2009m11,-1.060986
2009m12,-1.454697
2010m1,-1.754512
2010m2,-1.574644
2010m3,-1.2227
2010m4,-.9044458
2010m5,-.5609433
2010m6,-.2039919
2010m7,.0779073
2010m8,.2229225
2010m9,-.0560329
2010m10,-.4291961
2010m11,-.7245954
2010m12,-.8519706
2011m1,-1.363282
2011m2,-1.450922
2011m3,-1.299431
2011m4,-.9680566
2011m5,-.9556329
2011m6,-.8214383
2011m7,-.5245577
2011m8,-.2695627
2011m9,-.3747245
2011m10,-.4549218
2011m11,-.8619959
2011m12,-1.164139
2012m1,-1.433415
2012m2,-1.244369
2012m3,-1.036612
2012m4,-.9789931
2012m5,-.9827403
2012m6,-.9090046
2012m7,-.7583466
2012m8,-.3559487
2012m9,-.0046576
2012m10,.1397191
2012m11,-.0215471
2012m12,-.2948104
2013m1,-.731492
2013m2,-1.078042
2013m3,-1.179398
2013m4,-1.072013
2013m5,-.775764
2013m6,-.3459107
2013m7,.1135721
2013m8,.4344737
2013m9,.6366093
2013m10,.7970425
2013m11,.5204652
2013m12,.2930605
2014m1,-.0345787
2014m2,-.2803612
2014m3,-.261292
2014m4,-.0491876
2014m5,.1132265
2014m6,.5615263
2014m7,1.028791
2014m8,1.233016
2014m9,1.293242
2014m10,1.131677
2014m11,.7668093
2014m12,.3101456
2015m1,-.2172314
2015m2,-.0221493
2015m3,.2637933
2015m4,.4575258
2015m5,.5145345
2015m6,.8163159
2015m7,1.248639
2015m8,1.582213
2015m9,1.557873
2015m10,1.228057
2015m11,.658848
2015m12,.258157
2016m1,-.2051197
2016m2,-.1869369
2016m3,.2213918
2016m4,.5190093
