region,date,terrorisme
Basse-Normandie,2013m1,-.42057922
Basse-Normandie,2013m2,-.44433039
Basse-Normandie,2013m3,-.54346353
Basse-Normandie,2013m4,-.4746812
Basse-Normandie,2013m5,-.46355957
Basse-Normandie,2013m6,-.52232909
Basse-Normandie,2013m7,-.1729002
Basse-Normandie,2013m8,-.25798875
Basse-Normandie,2013m9,-.50397706
Basse-Normandie,2013m10,-.45653543
Basse-Normandie,2013m11,-.40353599
Basse-Normandie,2013m12,-.48706898
Basse-Normandie,2014m1,-.58288532
Basse-Normandie,2014m2,-.50260621
Basse-Normandie,2014m3,-.59172177
Basse-Normandie,2014m4,-.43969655
Basse-Normandie,2014m5,-.39740309
Basse-Normandie,2014m6,-.49342605
Basse-Normandie,2014m7,-.19012871
Basse-Normandie,2014m8,-.40822792
Basse-Normandie,2014m9,-.28024283
Basse-Normandie,2014m10,-.090080462
Basse-Normandie,2014m11,-.1437293
Basse-Normandie,2014m12,.23275681
Basse-Normandie,2015m1,1.4733638
Basse-Normandie,2015m2,-.18316825
Basse-Normandie,2015m3,-.22441609
Basse-Normandie,2015m4,-.12425199
Basse-Normandie,2015m5,-.22331803
Basse-Normandie,2015m6,.011482553
Basse-Normandie,2015m7,-.14824431
Basse-Normandie,2015m8,.037221987
Basse-Normandie,2015m9,-.17397861
Basse-Normandie,2015m10,-.060177099
Basse-Normandie,2015m11,4.409482
Basse-Normandie,2015m12,.67113799
Basse-Normandie,2016m1,.28393391
Basse-Normandie,2016m2,.085847735
Basse-Normandie,2016m3,.77263945
Basse-Normandie,2016m4,.18697937
Basse-Normandie,2016m5,-.16644016
Basse-Normandie,2016m6,.30333236
Basse-Normandie,2016m7,1.5373551
Basse-Normandie,2016m8,.14731623
Basse-Normandie,2016m9,-.036932234
Basse-Normandie,2016m10,-.0050000949
Basse-Normandie,2016m11,-.21680924
Basse-Normandie,2016m12,.011773868
Basse-Normandie,2017m1,.01368672
Basse-Normandie,2017m2,-.091710478
Basse-Normandie,2017m3,.29989913
