date,cat_personal_security
2011m1,-.2964416
2011m2,-.2866454
2011m3,-.3616875
2011m4,-.4892034
2011m5,-.7093366
2011m6,-.9912395
2011m7,-1.062393
2011m8,-.9357902
2011m9,-.6664273
2011m10,-.4944942
2011m11,-.4321921
2011m12,-.4662025
2012m1,-.4466996
2012m2,-.3921693
2012m3,-.3642816
2012m4,-.4436603
2012m5,-.5892042
2012m6,-.5803772
2012m7,-.462979
2012m8,-.5982367
2012m9,-.52858
2012m10,-.0386205
2012m11,1.048845
2012m12,2.376219
2013m1,2.567388
2013m2,1.850405
2013m3,1.239228
2013m4,.9548343
2013m5,.3463075
2013m6,-.27118
2013m7,-.567128
2013m8,-.6027582
2013m9,-.496643
2013m10,-.4068781
2013m11,-.3299922
2013m12,-.3226967
2014m1,-.3360696
2014m2,-.3544531
2014m3,-.3081984
2014m4,-.2384628
2014m5,-.2948133
2014m6,-.410548
2014m7,-.5149319
2014m8,-.4104917
2014m9,-.1946878
2014m10,-.0271699
2014m11,.0094011
2014m12,.0314036
2015m1,.0068836
2015m2,-.0235497
2015m3,-.0171849
2015m4,-.0621587
2015m5,-.2595274
2015m6,-.3580295
2015m7,-.4115364
2015m8,-.3185784
2015m9,.1673256
2015m10,1.015166
2015m11,1.845815
2015m12,1.945076
2016m1,1.332563
2016m2,.8247123
2016m3,.7657266
2016m4,.8472297
