date,swb_learn
2008m1,-1.786632
2008m2,-1.653208
2008m3,-1.338904
2008m4,-.4425136
2008m5,.2749642
2008m6,.814529
2008m7,1.082286
2008m8,1.010289
2008m9,.5152113
2008m10,-.1781267
2008m11,-.3268732
2008m12,-.7609881
2009m1,-.9323123
2009m2,-.7254769
2009m3,-.3579634
2009m4,.2523372
2009m5,.3841211
2009m6,.3301411
2009m7,.3888083
2009m8,.4215895
2009m9,.7402317
2009m10,1.160123
2009m11,1.361773
2009m12,1.201477
2010m1,.9844279
2010m2,1.059472
2010m3,1.530178
2010m4,2.274269
2010m5,3.00002
2010m6,3.032122
2010m7,2.416179
2010m8,1.473566
2010m9,.7797829
2010m10,.2305902
2010m11,-.045077
2010m12,-.0840436
2011m1,-.0539146
2011m2,.1132974
2011m3,.5966997
2011m4,1.184318
2011m5,1.741492
2011m6,2.125252
2011m7,2.022393
2011m8,1.538941
2011m9,1.072718
2011m10,.928745
2011m11,.7783689
2011m12,.6153368
2012m1,.6196397
2012m2,.6759423
2012m3,.7535576
2012m4,.8595741
2012m5,1.015428
2012m6,1.259423
2012m7,1.414989
2012m8,1.348009
2012m9,1.141215
2012m10,.7305195
2012m11,.5277225
2012m12,.4784493
2013m1,.5072533
2013m2,.5718163
2013m3,.5400687
2013m4,.5916026
2013m5,.7870168
2013m6,.9469645
2013m7,.9812767
2013m8,.7753001
2013m9,.4308131
2013m10,-.0319048
2013m11,-.3193035
2013m12,-.2301729
2014m1,-.1083116
2014m2,.0903651
2014m3,.3388642
2014m4,.569887
2014m5,.7598766
2014m6,1.078172
2014m7,1.064088
2014m8,.8702668
2014m9,.4598218
2014m10,-.022972
2014m11,-.2925946
2014m12,-.6425679
2015m1,-.8365542
2015m2,-.5572919
2015m3,.0148689
2015m4,.4753339
2015m5,.7815362
2015m6,.9780809
2015m7,.7684913
2015m8,.536214
2015m9,.283099
2015m10,.0899458
2015m11,-.1527556
2015m12,-.2808179
2016m1,-.250302
2016m2,-.2242054
2016m3,-.0180721
2016m4,.4458216
