date,cat_summer_leisure
2011m1,-.8533713
2011m2,-.4825564
2011m3,-.0200929
2011m4,.5533162
2011m5,1.092413
2011m6,1.459764
2011m7,1.349927
2011m8,.6737509
2011m9,-.1163961
2011m10,-.7120754
2011m11,-1.069905
2011m12,-1.130705
2012m1,-.9349016
2012m2,-.5189239
2012m3,.0825908
2012m4,.7291009
2012m5,1.24228
2012m6,1.51335
2012m7,1.333982
2012m8,.7009028
2012m9,-.1096354
2012m10,-.7943164
2012m11,-1.17535
2012m12,-1.229145
2013m1,-1.040457
2013m2,-.7229884
2013m3,-.259957
2013m4,.3177291
2013m5,.871217
2013m6,1.19418
2013m7,1.068149
2013m8,.5427216
2013m9,-.152679
2013m10,-.7512271
2013m11,-1.156838
2013m12,-1.281144
2014m1,-1.163697
2014m2,-.9121971
2014m3,-.5100619
2014m4,.1213337
2014m5,.8085499
2014m6,1.341881
2014m7,1.314605
2014m8,.752134
2014m9,-.0353327
2014m10,-.7201757
2014m11,-1.135678
2014m12,-1.232744
2015m1,-1.094847
2015m2,-.8245955
2015m3,-.339542
2015m4,.3012509
2015m5,.9346399
2015m6,1.471156
2015m7,1.625394
2015m8,1.261484
2015m9,.4362439
2015m10,-.3123221
2015m11,-.7551537
2015m12,-.8298
2016m1,-.6450119
2016m2,-.3382525
2016m3,-.0151802
2016m4,.2832052
