date,cat_financial_security
2008m1,-.1077502
2008m2,-.2666003
2008m3,-.3759943
2008m4,-.5404435
2008m5,-.6993911
2008m6,-.8651318
2008m7,-1.129668
2008m8,-1.245631
2008m9,-.8314787
2008m10,-.4354926
2008m11,-.5792412
2008m12,-.7653672
2009m1,-.5960298
2009m2,-.5968776
2009m3,-.5825156
2009m4,-.8261493
2009m5,-.8888946
2009m6,-.7640867
2009m7,-.6106016
2009m8,-.6194077
2009m9,-.4064092
2009m10,.4203227
2009m11,1.131762
2009m12,1.748469
2010m1,2.328902
2010m2,2.41909
2010m3,2.364168
2010m4,2.264387
2010m5,2.133921
2010m6,1.878728
2010m7,1.333462
2010m8,.9107077
2010m9,.6960659
2010m10,.419328
2010m11,.2581257
2010m12,.3848051
2011m1,.58701
2011m2,.4815224
2011m3,.2227024
2011m4,.0516245
2011m5,-.0305478
2011m6,.1554786
2011m7,.2843087
2011m8,.1391302
2011m9,-.2679946
2011m10,-.6353408
2011m11,-1.04151
2011m12,-1.088709
2012m1,-.5892848
2012m2,-.4791399
2012m3,-.6350464
2012m4,-.7669234
2012m5,-.7293391
2012m6,-.7252573
2012m7,-.7145838
2012m8,-.8538299
2012m9,-.9435624
2012m10,-.9097568
2012m11,-.675204
2012m12,-.3260715
2013m1,.1398219
2013m2,.2743394
2013m3,.2315602
2013m4,.1522997
2013m5,.0571899
2013m6,.0388813
2013m7,-.0281451
2013m8,-.292142
2013m9,-.5575039
2013m10,-.6893801
2013m11,-.8236927
2013m12,-.6130348
2014m1,-.248995
2014m2,-.1364806
2014m3,-.1448746
2014m4,-.2042167
2014m5,-.1911084
2014m6,-.0242483
2014m7,.0122601
2014m8,-.1416615
2014m9,-.2669297
2014m10,-.4281269
2014m11,-.518479
2014m12,-.1695574
2015m1,.6005066
2015m2,1.055177
2015m3,.956134
2015m4,.6074374
2015m5,.2759355
2015m6,.4204556
2015m7,.5072826
2015m8,.2784877
2015m9,-.0671235
2015m10,-.4211587
2015m11,-.6813685
2015m12,-.4759116
2016m1,.1997024
2016m2,.8697698
2016m3,1.286733
2016m4,1.691407
