date,cat_spirituality
2011m1,.5565673
2011m2,.7297075
2011m3,.8670256
2011m4,.8464757
2011m5,.2749466
2011m6,-.4086107
2011m7,-.4712488
2011m8,.0172543
2011m9,.8519132
2011m10,1.319218
2011m11,1.276398
2011m12,.8813792
2012m1,.6169763
2012m2,.534741
2012m3,.3903594
2012m4,.0955142
2012m5,-.5773
2012m6,-1.012377
2012m7,-.9569576
2012m8,-.6466981
2012m9,-.1114122
2012m10,.1179167
2012m11,-.0258507
2012m12,-.274325
2013m1,-.4180512
2013m2,-.3295054
2013m3,-.2974279
2013m4,-.4686305
2013m5,-1.098334
2013m6,-1.660527
2013m7,-1.645149
2013m8,-1.022401
2013m9,-.2240031
2013m10,.0300842
2013m11,-.0560609
2013m12,-.3259865
2014m1,-.3633316
2014m2,-.1464563
2014m3,.023401
2014m4,-.0875791
2014m5,-.7306978
2014m6,-1.335156
2014m7,-1.423654
2014m8,-.8669007
2014m9,.0394053
2014m10,.4711146
2014m11,.4981262
2014m12,.3313947
2015m1,.3641354
2015m2,.6106547
2015m3,.6354888
2015m4,.351497
2015m5,-.3392484
2015m6,-.995113
2015m7,-1.021997
2015m8,-.2990681
2015m9,.6374977
2015m10,.9814919
2015m11,1.01745
2015m12,.7823987
2016m1,.5518697
2016m2,.6486346
2016m3,.9429703
2016m4,1.34605
