date,cat_health_worries
2011m1,2.672395
2011m2,2.311193
2011m3,1.648226
2011m4,1.007866
2011m5,.7871296
2011m6,.6336962
2011m7,.5508524
2011m8,.7700583
2011m9,1.285706
2011m10,1.352604
2011m11,1.033269
2011m12,.5786042
2012m1,.553691
2012m2,.5879039
2012m3,.3679368
2012m4,.1649844
2012m5,.0461829
2012m6,-.182496
2012m7,-.3420365
2012m8,-.3607435
2012m9,-.2431306
2012m10,.017971
2012m11,.2802476
2012m12,.3758692
2013m1,.3678661
2013m2,.1150189
2013m3,-.1107923
2013m4,-.1815959
2013m5,-.0685165
2013m6,.1341411
2013m7,.4769534
2013m8,.4159697
2013m9,.2748171
2013m10,.3979677
2013m11,.5157688
2013m12,.3633936
2014m1,.0126354
2014m2,-.2697728
2014m3,-.2837634
2014m4,.121509
2014m5,.6035868
2014m6,.4949569
2014m7,.0661824
2014m8,-.33728
2014m9,-.6248271
2014m10,-.6517633
2014m11,-.8024817
2014m12,-.7070706
2015m1,-.5377287
2015m2,-.3611556
2015m3,-.4326491
2015m4,-.6150224
2015m5,-.9043714
2015m6,-1.036222
2015m7,-1.159688
2015m8,-1.415696
2015m9,-1.54094
2015m10,-1.495789
2015m11,-1.436999
2015m12,-1.456738
2016m1,-1.393564
2016m2,-1.184766
2016m3,-.883952
2016m4,-.365601
