date,cat_spirituality
2011m1,-.0029268
2011m2,.2980522
2011m3,.4449265
2011m4,.4369671
2011m5,-.0520755
2011m6,-.7054054
2011m7,-.7372551
2011m8,-.2925113
2011m9,.5269445
2011m10,.9812105
2011m11,.7955685
2011m12,.2611732
2012m1,.100087
2012m2,.5441357
2012m3,.8476303
2012m4,.6595456
2012m5,-.1996048
2012m6,-.7049369
2012m7,-.6036604
2012m8,-.0233833
2012m9,.6094003
2012m10,.8349849
2012m11,.6977755
2012m12,.3790448
2013m1,.150006
2013m2,.2262848
2013m3,.053492
2013m4,-.1268394
2013m5,-.6352618
2013m6,-1.105293
2013m7,-1.200668
2013m8,-.6432151
2013m9,.1815463
2013m10,.6049026
2013m11,.3788453
2013m12,-.0713232
2014m1,-.2303353
2014m2,-.085789
2014m3,-.0096138
2014m4,-.2730381
2014m5,-.9258254
2014m6,-1.398165
2014m7,-1.249417
2014m8,-.535392
2014m9,.424103
2014m10,.9050461
2014m11,.7751101
2014m12,.4326972
2015m1,.2792014
2015m2,.5092697
2015m3,.7424154
2015m4,.605267
2015m5,-.2557604
2015m6,-.8887167
2015m7,-.8015799
2015m8,-.2070595
2015m9,.3889872
2015m10,.2828943
2015m11,-.1704109
2015m12,-.7058056
2016m1,-.9133339
2016m2,-.7033993
2016m3,-.0793403
2016m4,1.179827
