anger
-.8901007
-.7868645
-.6940489
-.5500422
-.6506383
.0222187
-.1474011
.4858114
-.6750112
.4731714
.6667765
-.3463447
-1.299493
-.7126936
-1.697543
-1.098848
-.28899
-.3120407
.4377452
-.0454071
.040525
.4941744
-.4532465
-.0382545
-.2960588
-1.047862
-1.639786
-1.198634
-.370603
-1.25429
.5691703
.7444407
1.16224
.7890368
-.2846912
.0245247
.2225867
-.7551284
-.2138403
.0202365
-.5485637
1.217997
-.3712735
1.204269
.4102942
-.6216878
.0243417
.8824596
.3478458
-.189511
.4591425
.0697364
.2901709
.9227954
.2806143
.2809798
.6655945
