date,cat_housing
2011m1,.3458709
2011m2,.1322734
2011m3,-.0222673
2011m4,-.1234723
2011m5,-.002062
2011m6,.3307633
2011m7,.9425864
2011m8,1.852267
2011m9,2.10989
2011m10,1.804814
2011m11,1.361341
2011m12,1.296167
2012m1,1.595072
2012m2,1.633206
2012m3,1.411259
2012m4,1.121065
2012m5,1.030116
2012m6,1.121696
2012m7,1.071334
2012m8,.8016937
2012m9,.5621157
2012m10,.3372771
2012m11,.0491158
2012m12,-.0890502
2013m1,.1260519
2013m2,.2720906
2013m3,.3633445
2013m4,.4248441
2013m5,.4799758
2013m6,.5109991
2013m7,.308649
2013m8,-.1990279
2013m9,-.7471163
2013m10,-1.098375
2013m11,-1.276496
2013m12,-1.221261
2014m1,-.9790691
2014m2,-.7866028
2014m3,-.6565564
2014m4,-.6489762
2014m5,-.7142949
2014m6,-.7741357
2014m7,-.8165171
2014m8,-.9304746
2014m9,-1.058339
2014m10,-1.181584
2014m11,-1.227018
2014m12,-1.02599
2015m1,-.5715725
2015m2,-.3212457
2015m3,-.1922778
2015m4,-.2295552
2015m5,-.3062423
2015m6,-.2690224
2015m7,-.2600522
2015m8,-.4444227
2015m9,-.8329912
2015m10,-1.154843
2015m11,-1.311304
2015m12,-1.189001
2016m1,-.8032008
2016m2,-.3945062
2016m3,-.0104787
2016m4,.4735242
