date,cat_social_progress
2011m1,-1.051028
2011m2,-.8789711
2011m3,-.7272039
2011m4,-.7927019
2011m5,-1.066468
2011m6,-1.487917
2011m7,-1.740169
2011m8,-1.558951
2011m9,-.9784746
2011m10,-.5183974
2011m11,-.3092651
2011m12,-.313035
2012m1,-.2319751
2012m2,-.1537593
2012m3,-.1427578
2012m4,-.2322999
2012m5,-.4945407
2012m6,-1.025842
2012m7,-1.349564
2012m8,-1.205811
2012m9,-.7474107
2012m10,-.5102504
2012m11,-.5447615
2012m12,-.6010325
2013m1,-.4154972
2013m2,-.049414
2013m3,.2584252
2013m4,.3061499
2013m5,-.0776962
2013m6,-.7029572
2013m7,-.9290453
2013m8,-.6911916
2013m9,-.0260269
2013m10,.396363
2013m11,.3498993
2013m12,.142737
2014m1,.2475007
2014m2,.4953468
2014m3,.73742
2014m4,.7839898
2014m5,.471484
2014m6,-.0917644
2014m7,-.4491863
2014m8,-.1910905
2014m9,.6002697
2014m10,1.050243
2014m11,.9622427
2014m12,.7535374
2015m1,.7592874
2015m2,.987439
2015m3,1.253333
2015m4,1.217295
2015m5,.8698202
2015m6,.2674462
2015m7,-.1738413
2015m8,-.0650264
2015m9,.5679659
2015m10,1.05254
2015m11,1.156112
2015m12,1.101928
2016m1,1.2606
2016m2,1.531479
2016m3,1.572812
2016m4,1.371658
