big_picture_f
.4864997
.7361679
.5781953
.3035538
-.1743472
-1.6495
-1.824163
-.6145064
.929513
.2704254
.7884271
.5091038
.7708538
.5113057
.1215527
.3433178
-.2092889
-1.601351
-2.009203
-.0385238
1.239077
.9190148
.7182319
-.1728338
.0767862
.4971266
.2585718
.2655869
-.1404181
-1.502031
-2.035104
-.6720254
1.561666
.9012773
.7649129
.6316106
.2080807
.5462305
.0179795
.7212225
.1084474
-1.798896
-1.796995
-.7639757
1.407127
1.036325
.8887672
.3405051
.3416962
.7275935
.2133912
.4592829
-.0892247
-1.903009
-2.314018
-1.104777
1.214761
