date,swb_happiness
2011m1,-1.593905
2011m2,-.810167
2011m3,-.3376209
2011m4,.0204292
2011m5,.2170314
2011m6,.1116837
2011m7,-.1529552
2011m8,-.6635448
2011m9,-.5251737
2011m10,-.0267501
2011m11,.2919821
2011m12,.2145588
2012m1,-.0120874
2012m2,.1979294
2012m3,.4528523
2012m4,.7647845
2012m5,.9907668
2012m6,.9181032
2012m7,.5963118
2012m8,.2312392
2012m9,.3235358
2012m10,.8026032
2012m11,1.065555
2012m12,.898738
2013m1,.6213244
2013m2,.7604753
2013m3,1.08697
2013m4,1.14679
2013m5,.9292496
2013m6,.6606207
2013m7,.3251223
2013m8,-.129707
2013m9,-.3610712
2013m10,-.1400377
2013m11,.3050909
2013m12,.5006384
2014m1,.4425983
2014m2,.5153967
2014m3,.7836179
2014m4,1.093428
2014m5,1.111877
2014m6,.7429885
2014m7,.2049205
2014m8,-.1822473
2014m9,-.1345001
2014m10,.2553828
2014m11,.5645143
2014m12,.6238053
2015m1,.4638191
2015m2,.7307112
2015m3,1.06244
2015m4,1.213161
2015m5,1.138487
2015m6,.9750829
2015m7,.5928678
2015m8,.165967
2015m9,.2368852
2015m10,.6764111
2015m11,1.1709
2015m12,1.390057
2016m1,1.160205
2016m2,1.466031
2016m3,2.369876
2016m4,4.054392
