region,date,protectionnisme
Auvergne,2013m1,.94088751
Auvergne,2013m2,.38644662
Auvergne,2013m3,.052554384
Auvergne,2013m4,-.10346719
Auvergne,2013m5,-.19376351
Auvergne,2013m6,.044054665
Auvergne,2013m7,-1.0812495
Auvergne,2013m8,-.76018065
Auvergne,2013m9,.9299624
Auvergne,2013m10,.36757979
Auvergne,2013m11,.83976513
Auvergne,2013m12,-.1753782
Auvergne,2014m1,-.017551187
Auvergne,2014m2,.32411355
Auvergne,2014m3,.13852163
Auvergne,2014m4,.056652009
Auvergne,2014m5,-.062104441
Auvergne,2014m6,-.59278208
Auvergne,2014m7,-1.1837544
Auvergne,2014m8,-.73052722
Auvergne,2014m9,-.24870515
Auvergne,2014m10,-.24100199
Auvergne,2014m11,.27959758
Auvergne,2014m12,-.097279429
Auvergne,2015m1,.48728102
Auvergne,2015m2,.62987334
Auvergne,2015m3,.44439363
Auvergne,2015m4,.38041329
Auvergne,2015m5,-.14862992
Auvergne,2015m6,-.49378639
Auvergne,2015m7,-.82963908
Auvergne,2015m8,-.42932677
Auvergne,2015m9,.37395486
Auvergne,2015m10,.16955745
Auvergne,2015m11,.34450561
Auvergne,2015m12,-.19788562
Auvergne,2016m1,.38342661
Auvergne,2016m2,.15586545
Auvergne,2016m3,.082884148
Auvergne,2016m4,-.39878586
Auvergne,2016m5,-.056044821
Auvergne,2016m6,-.26967233
Auvergne,2016m7,-.96578234
Auvergne,2016m8,-.85451484
Auvergne,2016m9,.12847102
Auvergne,2016m10,.78306741
Auvergne,2016m11,1.0260997
Auvergne,2016m12,.3054451
Auvergne,2017m1,.31719521
Auvergne,2017m2,-.11802609
Auvergne,2017m3,-.084420338
