date,cat_family
2011m1,-.2598422
2011m2,-.6398277
2011m3,-.7904745
2011m4,-.9803433
2011m5,-1.222108
2011m6,-1.069752
2011m7,-.4131594
2011m8,.3369611
2011m9,.7970349
2011m10,1.118958
2011m11,1.329375
2011m12,1.258325
2012m1,.8260348
2012m2,.6571504
2012m3,.3882276
2012m4,-.005385
2012m5,-.3704876
2012m6,-.6258254
2012m7,-.4631461
2012m8,.1236333
2012m9,.8732914
2012m10,1.385821
2012m11,1.521129
2012m12,1.220536
2013m1,.7165326
2013m2,.395698
2013m3,.319201
2013m4,.1406562
2013m5,-.3628938
2013m6,-.8782457
2013m7,-1.054443
2013m8,-.5833477
2013m9,.4270458
2013m10,1.129679
2013m11,1.158786
2013m12,.4033672
2014m1,-.4513698
2014m2,-1.098328
2014m3,-1.320358
2014m4,-1.262238
2014m5,-1.256856
2014m6,-1.163542
2014m7,-.663723
2014m8,.0692131
2014m9,.712529
2014m10,1.074319
2014m11,.8726032
2014m12,.3394149
2015m1,-.0691542
2015m2,-.112341
2015m3,-.3254939
2015m4,-.7239349
2015m5,-1.134027
2015m6,-1.221853
2015m7,-.9953538
2015m8,-.3209873
2015m9,.3732257
2015m10,.7715802
2015m11,.8149655
2015m12,.5908886
2016m1,.3462884
2016m2,.0618616
2016m3,-.3028805
2016m4,-.4126118
