date,cat_health_worries
2011m1,1.600924
2011m2,1.857709
2011m3,1.743335
2011m4,1.49919
2011m5,1.319186
2011m6,1.307806
2011m7,1.196941
2011m8,1.15668
2011m9,1.213851
2011m10,1.138265
2011m11,1.152102
2011m12,1.256641
2012m1,1.465602
2012m2,1.471609
2012m3,1.32734
2012m4,1.102942
2012m5,.9208713
2012m6,.7211131
2012m7,.5320458
2012m8,.3128129
2012m9,.0927561
2012m10,.0804383
2012m11,-.075484
2012m12,-.0896524
2013m1,.1799972
2013m2,.4598662
2013m3,.429674
2013m4,.1747249
2013m5,-.1302994
2013m6,-.2343779
2013m7,-.2486829
2013m8,-.4065337
2013m9,-.4303424
2013m10,-.4052232
2013m11,-.5327781
2013m12,-.6931837
2014m1,-.6268588
2014m2,-.5508771
2014m3,-.4739892
2014m4,-.3563498
2014m5,-.3387448
2014m6,-.4225828
2014m7,-.5714118
2014m8,-.6670569
2014m9,-.6411909
2014m10,-.5372186
2014m11,-.5747526
2014m12,-.5414031
2015m1,-.4346134
2015m2,-.2760124
2015m3,-.2814483
2015m4,-.5891647
2015m5,-.9617946
2015m6,-1.200446
2015m7,-1.319567
2015m8,-1.33138
2015m9,-1.345351
2015m10,-1.312309
2015m11,-1.243214
2015m12,-1.119332
2016m1,-1.008775
2016m2,-1.12987
2016m3,-1.22679
2016m4,-1.385361
