date,swb_sadness
2008m1,.1679024
2008m2,.2607697
2008m3,.0998118
2008m4,.2018241
2008m5,.3380114
2008m6,.2400798
2008m7,.1275712
2008m8,.1445989
2008m9,.1431601
2008m10,.4695345
2008m11,1.154813
2008m12,1.99477
2009m1,2.486181
2009m2,1.978846
2009m3,1.089208
2009m4,.6386344
2009m5,.7738665
2009m6,.7973395
2009m7,.7035026
2009m8,1.056555
2009m9,1.420898
2009m10,1.429407
2009m11,1.417648
2009m12,1.492334
2010m1,1.45045
2010m2,1.338866
2010m3,1.142572
2010m4,1.017433
2010m5,1.208297
2010m6,1.521342
2010m7,1.881378
2010m8,1.939052
2010m9,1.92401
2010m10,1.927606
2010m11,1.810855
2010m12,1.487737
2011m1,.8968017
2011m2,.4347464
2011m3,.2799283
2011m4,.2663808
2011m5,-.0502363
2011m6,-.0885059
2011m7,.2693132
2011m8,.556771
2011m9,.5336882
2011m10,.3835436
2011m11,.5193039
2011m12,.487442
2012m1,.300328
2012m2,.1523196
2012m3,.0191318
2012m4,-.0865824
2012m5,-.1888225
2012m6,-.2082454
2012m7,-.3537165
2012m8,-.1131392
2012m9,.3273846
2012m10,.589214
2012m11,.7241893
2012m12,.7650077
2013m1,.749696
2013m2,.5254256
2013m3,.2489647
2013m4,.2364564
2013m5,.5042325
2013m6,.5957351
2013m7,.3564187
2013m8,.1639422
2013m9,.0572554
2013m10,.07005
2013m11,.1127488
2013m12,.1284877
2014m1,.0460814
2014m2,.0647155
2014m3,-.0401095
2014m4,-.3466394
2014m5,-.7794653
2014m6,-1.000923
2014m7,-.8062695
2014m8,-.3797837
2014m9,.0200639
2014m10,.0030551
2014m11,-.0679056
2014m12,-.260702
2015m1,-.5189318
2015m2,-.7378837
2015m3,-.9013749
2015m4,-.9789881
2015m5,-1.018807
2015m6,-1.261406
2015m7,-1.422803
2015m8,-1.093997
2015m9,-.5464696
2015m10,-.1499946
2015m11,-.2237778
2015m12,-.7297236
2016m1,-1.070078
2016m2,-1.172186
2016m3,-1.005754
2016m4,-.563004
