health_conditions_f
-.2906754
1.884876
2.537232
1.599666
.2016052
-.7120574
-.4494306
-1.153535
-.0390583
.7235106
1.895539
.6919769
.2930533
1.814291
1.350708
.9048477
.1832194
-.3562176
-.9464074
-1.146712
-.8033066
.7437514
.4437417
-.2733046
-2.629972
.338913
.2614557
1.161261
.6461824
-.5113609
-.8133402
-1.209627
-.5649568
.8486503
.7922081
-.4095995
-1.119606
.3627234
-.0326761
.8415921
-.3973144
-.7959275
-.1834144
-.4197888
-.6455022
1.036806
.8999755
-.1531925
-1.566041
-.5480722
-.062624
.5520871
-1.087038
-1.514279
-.7456352
-1.035489
-.39371
