region,date,social
Midi-Pyrenees,2013m1,.6189110327312457
Midi-Pyrenees,2013m2,-.3121852214847292
Midi-Pyrenees,2013m3,-.0568056670682771
Midi-Pyrenees,2013m4,.0762505233287811
Midi-Pyrenees,2013m5,.1482637652329036
Midi-Pyrenees,2013m6,.3479526984904494
Midi-Pyrenees,2013m7,-.5994410003934588
Midi-Pyrenees,2013m8,-.9224836017404284
Midi-Pyrenees,2013m9,.4554127327033451
Midi-Pyrenees,2013m10,-.0853861910956246
Midi-Pyrenees,2013m11,-.2123912024710859
Midi-Pyrenees,2013m12,-1.130221541438784
Midi-Pyrenees,2014m1,-.0705905939851488
Midi-Pyrenees,2014m2,.1664373938526426
Midi-Pyrenees,2014m3,-.0830449100051607
Midi-Pyrenees,2014m4,-.7272209503820964
Midi-Pyrenees,2014m5,-.1997356412134
Midi-Pyrenees,2014m6,.293848061135837
Midi-Pyrenees,2014m7,-.3488871653431228
Midi-Pyrenees,2014m8,-.4836004855377333
Midi-Pyrenees,2014m9,.6478535724537713
Midi-Pyrenees,2014m10,.2881396867867027
Midi-Pyrenees,2014m11,-.0839531634535108
Midi-Pyrenees,2014m12,-.3182819826262338
Midi-Pyrenees,2015m1,-.4111860170960426
Midi-Pyrenees,2015m2,-.0885054064648492
Midi-Pyrenees,2015m3,.3257703419242586
Midi-Pyrenees,2015m4,-.2901923494147403
Midi-Pyrenees,2015m5,-.4847186537725585
Midi-Pyrenees,2015m6,-.208305720772062
Midi-Pyrenees,2015m7,-.2747648996966226
Midi-Pyrenees,2015m8,-.771113569183009
Midi-Pyrenees,2015m9,.901474363037518
Midi-Pyrenees,2015m10,.2768800875970295
Midi-Pyrenees,2015m11,-.0136400338794504
Midi-Pyrenees,2015m12,-.7399065526468414
Midi-Pyrenees,2016m1,-.0058814768812486
Midi-Pyrenees,2016m2,-.0779053664633206
Midi-Pyrenees,2016m3,-.2508139908313751
Midi-Pyrenees,2016m4,-.836975131716047
Midi-Pyrenees,2016m5,-.1514779470328774
Midi-Pyrenees,2016m6,
