date,swb_happiness
2008m1,.5008099
2008m2,.6813059
2008m3,.8922895
2008m4,1.223044
2008m5,1.399834
2008m6,1.515149
2008m7,1.320674
2008m8,.6540253
2008m9,-.0406343
2008m10,-.6671607
2008m11,-1.32879
2008m12,-1.985493
2009m1,-2.667092
2009m2,-2.71064
2009m3,-2.085245
2009m4,-1.194564
2009m5,-.2474816
2009m6,.3892671
2009m7,.6561922
2009m8,.3858038
2009m9,-.0168734
2009m10,-.1625072
2009m11,.0292564
2009m12,.4531269
2010m1,.4324866
2010m2,.3628258
2010m3,.4256146
2010m4,.7340769
2010m5,1.158506
2010m6,1.379545
2010m7,1.422576
2010m8,1.297954
2010m9,1.210032
2010m10,1.224125
2010m11,1.329539
2010m12,1.181613
2011m1,.6585174
2011m2,.3721647
2011m3,.4177791
2011m4,.590004
2011m5,.8275939
2011m6,1.039006
2011m7,1.140642
2011m8,.962064
2011m9,.818023
2011m10,.6890591
2011m11,.7229162
2011m12,.7996949
2012m1,.7160431
2012m2,.6711106
2012m3,.9544802
2012m4,1.242486
2012m5,1.395156
2012m6,1.403101
2012m7,1.19866
2012m8,.5104488
2012m9,-.0454113
2012m10,-.2516139
2012m11,-.1143891
2012m12,.1005652
2013m1,.049843
2013m2,.2540163
2013m3,.5123408
2013m4,.8517501
2013m5,1.29256
2013m6,1.584704
2013m7,1.47182
2013m8,.8128164
2013m9,.2076985
2013m10,-.0758401
2013m11,-.0705677
2013m12,-.0812378
2014m1,-.3638182
2014m2,-.3201181
2014m3,.0493133
2014m4,.6135821
2014m5,1.12756
2014m6,1.219691
2014m7,1.198157
2014m8,.9175288
2014m9,.672904
2014m10,.6160924
2014m11,.7621735
2014m12,.8202651
2015m1,.6387696
2015m2,.6781188
2015m3,.8226278
2015m4,1.084615
2015m5,1.526621
2015m6,1.846371
2015m7,1.687855
2015m8,1.025812
2015m9,.40113
2015m10,.4092213
2015m11,.7477751
2015m12,.8554663
2016m1,.5122916
2016m2,.4263963
2016m3,.4210707
2016m4,.3019227
