respect
1.103844
1.173183
1.289786
1.86109
1.938261
-.5905117
1.431861
1.064777
.1776726
-1.595081
.1542903
-1.439564
2.239396
.5573733
.5661207
-.159022
1.185085
1.091029
2.741095
1.53829
-1.593084
.4571265
-.3461246
.1919017
2.634986
3.199892
1.37736
-.3188545
-.5663075
-.3292465
-.1907896
-.5239009
-1.315325
-.8647125
-.0588012
-.6220576
.7247083
-.1555402
-.0715653
-.3808457
-1.204724
-.1944091
2.017199
1.022418
-1.316356
-1.226906
-1.483056
-.7323584
-.731163
-.4213293
-.8819452
.3508791
-.9825439
-.3731988
.5394788
1.814147
-1.233926
