date,swb_laugh
2011m1,-1.282329
2011m2,-.402704
2011m3,.4566683
2011m4,1.10269
2011m5,1.112948
2011m6,.7173685
2011m7,-.0051571
2011m8,-.4422011
2011m9,-.2515122
2011m10,.4976317
2011m11,.834559
2011m12,.6216895
2012m1,-.0415681
2012m2,-.1287668
2012m3,.1195234
2012m4,.7881139
2012m5,1.443838
2012m6,1.810728
2012m7,1.393622
2012m8,.5078527
2012m9,-.0239729
2012m10,-.2141585
2012m11,-.0151246
2012m12,.0134038
2013m1,.1512989
2013m2,.6609312
2013m3,1.139231
2013m4,1.189604
2013m5,1.003037
2013m6,1.017102
2013m7,.6441662
2013m8,.2881755
2013m9,.3756311
2013m10,.6703732
2013m11,.959299
2013m12,.5530234
2014m1,-.1949397
2014m2,-.3035646
2014m3,-.0038886
2014m4,.4251435
2014m5,.748929
2014m6,.6730638
2014m7,.3450136
2014m8,-.1576255
2014m9,-.4107787
2014m10,-.3223518
2014m11,.0007526
2014m12,.0444297
2015m1,-.1476265
2015m2,.0606943
2015m3,.5211037
2015m4,.9878252
2015m5,1.219933
2015m6,1.038695
2015m7,.5254984
2015m8,-.095134
2015m9,-.4476848
2015m10,-.5335488
2015m11,-.6543835
2015m12,-.8360177
2016m1,-1.097324
2016m2,-1.046306
2016m3,-.9648046
2016m4,-.8981577
