civic_f
.6292498
.5629847
1.271547
.8366752
1.649779
3.549462
1.882831
.670351
.8036931
.6419832
.7859205
.7263771
-.9360873
-.0841524
.1002247
.3442927
.5479711
2.141155
.806294
-.307646
.2999189
.374803
-.3524635
-.3272348
-1.254925
-.2240248
-.4940202
-.1220542
1.059788
1.595195
-.1486871
.2818607
-.9686053
-.8001265
-.2615322
-.8934988
-1.464276
-.8780499
-.4405853
-.8472596
-.1684175
.5963974
.3277313
-.6868013
-.8406595
-1.153318
-1.147583
-1.015839
-1.369554
-1.205597
-.721555
.3238387
-.3594028
-.7868325
-.7652695
-.5806836
-1.203582
