region,date,housing
Poitou-Charentes,2013m1,.5219973962754011
Poitou-Charentes,2013m2,-.1645980566740036
Poitou-Charentes,2013m3,.3860946238040924
Poitou-Charentes,2013m4,-.2044906094670296
Poitou-Charentes,2013m5,-.5125608325004578
Poitou-Charentes,2013m6,-.152908593416214
Poitou-Charentes,2013m7,.0176974773406982
Poitou-Charentes,2013m8,.389849004149437
Poitou-Charentes,2013m9,-.2482567921280861
Poitou-Charentes,2013m10,-.7348030507564545
Poitou-Charentes,2013m11,-1.061127519607544
Poitou-Charentes,2013m12,-1.379445576667786
Poitou-Charentes,2014m1,-.097182708978653
Poitou-Charentes,2014m2,-.1660641193389893
Poitou-Charentes,2014m3,-.6071805506944656
Poitou-Charentes,2014m4,-.8199074745178223
Poitou-Charentes,2014m5,-.2984676044434309
Poitou-Charentes,2014m6,-.6050954431295394
Poitou-Charentes,2014m7,.1328724205493927
Poitou-Charentes,2014m8,.709081095457077
Poitou-Charentes,2014m9,.1826707601547241
Poitou-Charentes,2014m10,-.1171246111392975
Poitou-Charentes,2014m11,-.6389920569956302
Poitou-Charentes,2014m12,-1.325761449337006
Poitou-Charentes,2015m1,-.2269638796336949
Poitou-Charentes,2015m2,.2180556565523148
Poitou-Charentes,2015m3,-.0956057831645012
Poitou-Charentes,2015m4,.1449926674365997
Poitou-Charentes,2015m5,.0490636020898819
Poitou-Charentes,2015m6,.0245149105787277
Poitou-Charentes,2015m7,.6229493856430054
Poitou-Charentes,2015m8,.4037150114774704
Poitou-Charentes,2015m9,-.4966902606189251
Poitou-Charentes,2015m10,-.7810544848442078
Poitou-Charentes,2015m11,-1.385210537910461
Poitou-Charentes,2015m12,-1.952924036979675
Poitou-Charentes,2016m1,-.2418946079909801
Poitou-Charentes,2016m2,-.1423600912094116
Poitou-Charentes,2016m3,.1505478136241436
Poitou-Charentes,2016m4,-.0386780984699726
Poitou-Charentes,2016m5,.4261813424003776
Poitou-Charentes,2016m6,
