date,swb_anger
2011m1,.3059329
2011m2,.5109013
2011m3,.5266199
2011m4,.1734473
2011m5,-.4267608
2011m6,-1.000711
2011m7,-.9102712
2011m8,-.22634
2011m9,.1117765
2011m10,.3986355
2011m11,.5614019
2011m12,.53861
2012m1,.5658739
2012m2,.2717439
2012m3,.0593176
2012m4,.0979519
2012m5,-.1562763
2012m6,-.0774548
2012m7,.2939955
2012m8,.8135138
2012m9,.9642162
2012m10,.7050735
2012m11,.3862904
2012m12,.2345917
2013m1,.2759708
2013m2,.2031297
2013m3,.1248439
2013m4,-.1032342
2013m5,-.169117
2013m6,-.1708936
2013m7,.1455449
2013m8,.7748865
2013m9,.9767098
2013m10,.7762246
2013m11,.6800397
2013m12,.5051996
2014m1,.3870918
2014m2,.4290027
2014m3,.4860666
2014m4,.5581079
2014m5,.2838957
2014m6,.0166044
2014m7,.3014052
2014m8,1.292225
2014m9,1.854694
2014m10,1.728504
2014m11,1.213795
2014m12,.8514195
2015m1,.3885766
2015m2,.1614332
2015m3,.1404326
2015m4,.4024021
2015m5,.5634297
2015m6,.3755029
2015m7,.8043914
2015m8,1.543148
2015m9,1.68433
2015m10,1.362376
2015m11,.8374457
2015m12,.4922163
2016m1,.1412782
2016m2,-.2044468
2016m3,-.9652237
2016m4,-2.396027
