date,cat_health_worries
2008m1,-.8024535
2008m2,-1.125414
2008m3,-1.256598
2008m4,-1.131109
2008m5,-.7962667
2008m6,-.3005363
2008m7,-.1279747
2008m8,.083467
2008m9,.2823076
2008m10,.0483308
2008m11,-.2725941
2008m12,-.6270567
2009m1,-.5578581
2009m2,-.5038511
2009m3,-.5534571
2009m4,-.3897665
2009m5,-.3076526
2009m6,-.105752
2009m7,.3126337
2009m8,.8620707
2009m9,1.333733
2009m10,1.799757
2009m11,1.639698
2009m12,1.161901
2010m1,1.373578
2010m2,1.727991
2010m3,2.12807
2010m4,2.306664
2010m5,2.10473
2010m6,1.851975
2010m7,1.297404
2010m8,1.105759
2010m9,1.154157
2010m10,1.359265
2010m11,1.418282
2010m12,1.087231
2011m1,.9406928
2011m2,.8111102
2011m3,.4732209
2011m4,.314292
2011m5,.4217634
2011m6,.5983024
2011m7,.5770838
2011m8,.5650845
2011m9,.7606033
2011m10,.6411303
2011m11,.3360657
2011m12,.144666
2012m1,.1795888
2012m2,.3403137
2012m3,.4288012
2012m4,.3377383
2012m5,.1980088
2012m6,.158678
2012m7,-.0087783
2012m8,-.0574913
2012m9,-.0651699
2012m10,-.0078891
2012m11,-.2052992
2012m12,-.4016604
2013m1,-.3938476
2013m2,-.3603832
2013m3,-.4626187
2013m4,-.4678039
2013m5,-.5058376
2013m6,-.4948253
2013m7,-.573799
2013m8,-.8803203
2013m9,-.9847353
2013m10,-.927523
2013m11,-.786079
2013m12,-.719807
2014m1,-.5557727
2014m2,-.5906411
2014m3,-.5737082
2014m4,-.4986737
2014m5,-.554345
2014m6,-.6636676
2014m7,-.7585493
2014m8,-.7096019
2014m9,-.513157
2014m10,-.3471477
2014m11,-.3687439
2014m12,-.3615297
2015m1,-.2719043
2015m2,-.1812761
2015m3,-.2383454
2015m4,-.5018249
2015m5,-.8556684
2015m6,-1.055499
2015m7,-1.126039
2015m8,-1.191311
2015m9,-1.153572
2015m10,-1.075297
2015m11,-1.035933
2015m12,-1.046478
2016m1,-.880702
2016m2,-.6241907
2016m3,-.2434567
2016m4,.4730957
