date,cat_spirituality
2008m1,.7001747
2008m2,1.049873
2008m3,1.140821
2008m4,.8944299
2008m5,.4042745
2008m6,-.2877739
2008m7,-.6107411
2008m8,-.3669142
2008m9,.3636425
2008m10,.9549168
2008m11,1.164732
2008m12,.9224516
2009m1,.7758213
2009m2,.8656529
2009m3,1.104267
2009m4,1.169746
2009m5,.7321134
2009m6,-.0643352
2009m7,-.6729917
2009m8,-.5890736
2009m9,.2590351
2009m10,1.177199
2009m11,1.644288
2009m12,1.742988
2010m1,1.872334
2010m2,2.13041
2010m3,2.222337
2010m4,1.977649
2010m5,1.423498
2010m6,.4226223
2010m7,-.3105873
2010m8,-.3189621
2010m9,.1795954
2010m10,.6930671
2010m11,.6907265
2010m12,.6198776
2011m1,.5869384
2011m2,.6142159
2011m3,.571196
2011m4,.3882626
2011m5,-.0623508
2011m6,-.682774
2011m7,-1.106038
2011m8,-1.01103
2011m9,-.4442519
2011m10,.1194055
2011m11,.1509006
2011m12,-.0876567
2012m1,-.1477403
2012m2,-.0105008
2012m3,.0466066
2012m4,-.0659939
2012m5,-.3951128
2012m6,-.9397852
2012m7,-1.242425
2012m8,-1.110597
2012m9,-.6484701
2012m10,-.2439698
2012m11,-.1745154
2012m12,-.279143
2013m1,-.1570909
2013m2,-.0060339
2013m3,-.0265687
2013m4,-.1709163
2013m5,-.5507778
2013m6,-1.111036
2013m7,-1.505075
2013m8,-1.483976
2013m9,-1.033682
2013m10,-.5280273
2013m11,-.3611491
2013m12,-.4766453
2014m1,-.4545812
2014m2,-.3029318
2014m3,-.141557
2014m4,-.1284011
2014m5,-.4673915
2014m6,-1.034416
2014m7,-1.428341
2014m8,-1.402724
2014m9,-.9878268
2014m10,-.5793671
2014m11,-.4359614
2014m12,-.3702753
2015m1,-.1538545
2015m2,.0862508
2015m3,.2297294
2015m4,.2181708
2015m5,-.153142
2015m6,-.8036736
2015m7,-1.298137
2015m8,-1.345326
2015m9,-.8409942
2015m10,-.2550691
2015m11,-.0189022
2015m12,-.0085561
2016m1,-.0236512
2016m2,-.0373885
2016m3,-.0968335
2016m4,-.2562075
