date,cat_summer_leisure
2011m1,-.9097245
2011m2,-.5207599
2011m3,-.0542306
2011m4,.4995378
2011m5,1.089763
2011m6,1.538728
2011m7,1.494381
2011m8,.9251019
2011m9,.159789
2011m10,-.5282357
2011m11,-1.014949
2011m12,-1.151385
2012m1,-.9560714
2012m2,-.5046168
2012m3,.1165335
2012m4,.7733715
2012m5,1.304762
2012m6,1.484909
2012m7,1.19226
2012m8,.5599221
2012m9,-.131873
2012m10,-.730837
2012m11,-1.170202
2012m12,-1.317516
2013m1,-1.118453
2013m2,-.6668575
2013m3,-.0307559
2013m4,.5680461
2013m5,1.08369
2013m6,1.309223
2013m7,.976686
2013m8,.2824075
2013m9,-.4090719
2013m10,-.9291323
2013m11,-1.238026
2013m12,-1.257465
2014m1,-1.006891
2014m2,-.5855055
2014m3,-.0234375
2014m4,.5501602
2014m5,1.071207
2014m6,1.323858
2014m7,1.125509
2014m8,.5341485
2014m9,-.150662
2014m10,-.7145131
2014m11,-1.107395
2014m12,-1.181481
2015m1,-.9541761
2015m2,-.5291507
2015m3,.0149857
2015m4,.562727
2015m5,1.076111
2015m6,1.399575
2015m7,1.156638
2015m8,.5807235
2015m9,-.1197651
2015m10,-.7174034
2015m11,-1.147125
2015m12,-1.261486
2016m1,-1.029338
2016m2,-.5559535
2016m3,.0980571
2016m4,.8716353
