date,swb_enjoyment
2011m1,.3958587
2011m2,.2771658
2011m3,.3223646
2011m4,.3079809
2011m5,.3292044
2011m6,.1934818
2011m7,-.1191438
2011m8,-.3489052
2011m9,-.0017313
2011m10,.6116926
2011m11,1.035389
2011m12,.9886168
2012m1,.7135318
2012m2,.7033756
2012m3,.9214852
2012m4,1.066701
2012m5,1.082056
2012m6,1.265197
2012m7,1.184753
2012m8,.7353787
2012m9,.1389778
2012m10,-.4202225
2012m11,-.3928155
2012m12,.2630791
2013m1,.9643711
2013m2,1.472278
2013m3,1.637372
2013m4,1.662694
2013m5,1.639004
2013m6,1.686076
2013m7,1.475842
2013m8,1.003015
2013m9,.9878853
2013m10,1.1083
2013m11,1.333217
2013m12,1.321503
2014m1,.9156628
2014m2,1.0121
2014m3,1.260032
2014m4,1.349294
2014m5,1.153929
2014m6,.9058071
2014m7,.7027088
2014m8,.5036272
2014m9,.6872192
2014m10,1.1045
2014m11,1.722353
2014m12,2.016716
2015m1,1.954223
2015m2,2.038231
2015m3,2.236003
2015m4,2.372499
2015m5,2.314208
2015m6,2.272856
2015m7,2.272096
2015m8,2.04774
2015m9,1.950506
2015m10,2.015176
2015m11,2.500326
2015m12,2.705172
2016m1,2.471233
2016m2,2.258838
2016m3,2.313468
2016m4,2.619576
