region,date,solidarite
Franche-Comte,2013m1,-.13644892
Franche-Comte,2013m2,-.51652229
Franche-Comte,2013m3,-.11864807
Franche-Comte,2013m4,-.44950494
Franche-Comte,2013m5,.24650261
Franche-Comte,2013m6,-.58528399
Franche-Comte,2013m7,-.48132181
Franche-Comte,2013m8,-.87574869
Franche-Comte,2013m9,.19817209
Franche-Comte,2013m10,.39799899
Franche-Comte,2013m11,-.10220406
Franche-Comte,2013m12,-.27199408
Franche-Comte,2014m1,.31168321
Franche-Comte,2014m2,.25714076
Franche-Comte,2014m3,-.016885582
Franche-Comte,2014m4,.1979588
Franche-Comte,2014m5,.12593402
Franche-Comte,2014m6,-.094065838
Franche-Comte,2014m7,-.55113369
Franche-Comte,2014m8,-.22259794
Franche-Comte,2014m9,.24558994
Franche-Comte,2014m10,.3982138
Franche-Comte,2014m11,.16459601
Franche-Comte,2014m12,-.39685479
Franche-Comte,2015m1,.4786143
Franche-Comte,2015m2,.047322687
Franche-Comte,2015m3,.1811704
Franche-Comte,2015m4,.09296798
Franche-Comte,2015m5,-.012294285
Franche-Comte,2015m6,-.27191678
Franche-Comte,2015m7,-.73489016
Franche-Comte,2015m8,-.25290459
Franche-Comte,2015m9,1.2598798
Franche-Comte,2015m10,-.13420939
Franche-Comte,2015m11,.011474771
Franche-Comte,2015m12,-.64753407
Franche-Comte,2016m1,.81381977
Franche-Comte,2016m2,.56493545
Franche-Comte,2016m3,.2475241
Franche-Comte,2016m4,.014889315
Franche-Comte,2016m5,.24043921
Franche-Comte,2016m6,-.10329534
Franche-Comte,2016m7,-.80526638
Franche-Comte,2016m8,-.8364259
Franche-Comte,2016m9,.12325808
Franche-Comte,2016m10,.2909863
Franche-Comte,2016m11,.27138814
Franche-Comte,2016m12,.12957938
Franche-Comte,2017m1,.69001687
Franche-Comte,2017m2,.51976728
Franche-Comte,2017m3,.018663496
