date,swb_worry
2011m1,.081723
2011m2,.0779751
2011m3,-.0639198
2011m4,-.1368371
2011m5,-.2178719
2011m6,-.0524342
2011m7,.2594365
2011m8,.6066394
2011m9,.6651303
2011m10,.4840237
2011m11,.2344225
2011m12,.1025033
2012m1,.086179
2012m2,.0665203
2012m3,-.198165
2012m4,-.4327174
2012m5,-.475822
2012m6,-.4573923
2012m7,-.3049918
2012m8,-.0194919
2012m9,.3640401
2012m10,.6584174
2012m11,.6348993
2012m12,.0251877
2013m1,-.4712643
2013m2,-.88986
2013m3,-1.148563
2013m4,-1.128977
2013m5,-1.058483
2013m6,-1.039376
2013m7,-.9859642
2013m8,-.7662297
2013m9,-.5743013
2013m10,-.7153056
2013m11,-1.14754
2013m12,-1.409563
2014m1,-1.438907
2014m2,-1.503109
2014m3,-1.624208
2014m4,-1.706688
2014m5,-1.886988
2014m6,-2.01839
2014m7,-1.905268
2014m8,-1.698612
2014m9,-1.583823
2014m10,-1.609951
2014m11,-1.789909
2014m12,-2.004986
2015m1,-2.047646
2015m2,-2.084044
2015m3,-2.178818
2015m4,-2.225973
2015m5,-2.257363
2015m6,-2.209227
2015m7,-2.019393
2015m8,-1.835321
2015m9,-1.704805
2015m10,-1.675884
2015m11,-1.814912
2015m12,-2.004932
2016m1,-2.063234
2016m2,-2.052276
2016m3,-2.020027
2016m4,-2.054801
