region,date,protectionnisme
Franche-Comte,2013m1,-.042285819
Franche-Comte,2013m2,.24013828
Franche-Comte,2013m3,-.022874663
Franche-Comte,2013m4,-.13653122
Franche-Comte,2013m5,-.057302363
Franche-Comte,2013m6,-.1469432
Franche-Comte,2013m7,-.7540831
Franche-Comte,2013m8,-.88127232
Franche-Comte,2013m9,.40687624
Franche-Comte,2013m10,.099194467
Franche-Comte,2013m11,.0045175888
Franche-Comte,2013m12,-.28909963
Franche-Comte,2014m1,-.1792759
Franche-Comte,2014m2,-.35704049
Franche-Comte,2014m3,-.25057137
Franche-Comte,2014m4,-.015315862
Franche-Comte,2014m5,.54614693
Franche-Comte,2014m6,-.70278275
Franche-Comte,2014m7,-1.0886261
Franche-Comte,2014m8,-.82911748
Franche-Comte,2014m9,.89755017
Franche-Comte,2014m10,1.4360238
Franche-Comte,2014m11,.64691913
Franche-Comte,2014m12,-.6061008
Franche-Comte,2015m1,-.25367656
Franche-Comte,2015m2,.39833969
Franche-Comte,2015m3,.087321803
Franche-Comte,2015m4,.58215576
Franche-Comte,2015m5,-.10340049
Franche-Comte,2015m6,.019828549
Franche-Comte,2015m7,-1.067938
Franche-Comte,2015m8,-.52837825
Franche-Comte,2015m9,.70173419
Franche-Comte,2015m10,.38236728
Franche-Comte,2015m11,.03925759
Franche-Comte,2015m12,-.046736326
Franche-Comte,2016m1,-.22547249
Franche-Comte,2016m2,-.063686967
Franche-Comte,2016m3,.45159894
Franche-Comte,2016m4,.19282648
Franche-Comte,2016m5,.39692789
Franche-Comte,2016m6,-.38396403
Franche-Comte,2016m7,-1.274767
Franche-Comte,2016m8,-.80019385
Franche-Comte,2016m9,.045180585
Franche-Comte,2016m10,.85710394
Franche-Comte,2016m11,.87956595
Franche-Comte,2016m12,.41021484
Franche-Comte,2017m1,.87292576
Franche-Comte,2017m2,.72158903
Franche-Comte,2017m3,.094159573
