date,swb_stress
2011m1,-.8222192
2011m2,-.9719476
2011m3,-1.156012
2011m4,-.9018732
2011m5,-.424782
2011m6,.0090215
2011m7,.5067278
2011m8,.8124872
2011m9,.729769
2011m10,.5145023
2011m11,.2637954
2011m12,.2156639
2012m1,.2404295
2012m2,.1930806
2012m3,-.1599051
2012m4,-.6172274
2012m5,-.9399378
2012m6,-.9709967
2012m7,-.5632796
2012m8,.099521
2012m9,.826205
2012m10,1.054042
2012m11,.5179513
2012m12,-.4566961
2013m1,-1.02644
2013m2,-1.257265
2013m3,-1.263243
2013m4,-1.082504
2013m5,-.9523107
2013m6,-.9020254
2013m7,-.9555612
2013m8,-.8097441
2013m9,-.6930219
2013m10,-.7443002
2013m11,-.8416416
2013m12,-.8956415
2014m1,-.945667
2014m2,-.995402
2014m3,-1.357063
2014m4,-1.68355
2014m5,-1.935863
2014m6,-1.905324
2014m7,-1.564432
2014m8,-1.025811
2014m9,-.6789218
2014m10,-.7314361
2014m11,-1.319543
2014m12,-1.753113
2015m1,-1.890846
2015m2,-1.928568
2015m3,-1.826652
2015m4,-1.66022
2015m5,-1.763902
2015m6,-1.832972
2015m7,-1.856245
2015m8,-1.479529
2015m9,-1.089268
2015m10,-1.127595
2015m11,-1.603531
2015m12,-2.099032
2016m1,-2.104747
2016m2,-1.680024
2016m3,-.8846458
2016m4,.5714086
