date,cat_education
2011m1,1.652866
2011m2,1.442575
2011m3,1.162088
2011m4,.8033684
2011m5,.3624349
2011m6,.0746271
2011m7,.3009167
2011m8,1.092801
2011m9,1.675834
2011m10,1.652165
2011m11,1.303324
2011m12,.8453143
2012m1,.7042597
2012m2,.5040308
2012m3,.2888422
2012m4,-.0495783
2012m5,-.5271128
2012m6,-1.012321
2012m7,-1.153391
2012m8,-.6883289
2012m9,-.0930121
2012m10,.1209736
2012m11,-.1942382
2012m12,-.6549389
2013m1,-.7506554
2013m2,-.6647242
2013m3,-.6069763
2013m4,-.684519
2013m5,-1.03495
2013m6,-1.288766
2013m7,-1.079544
2013m8,-.3231091
2013m9,.4649779
2013m10,.6297201
2013m11,.2863981
2013m12,-.0619948
2014m1,-.1130404
2014m2,-.1440771
2014m3,-.4875155
2014m4,-.9074022
2014m5,-1.331229
2014m6,-1.514911
2014m7,-1.179892
2014m8,-.3333882
2014m9,.3274276
2014m10,.3632499
2014m11,.0171513
2014m12,-.2235755
2015m1,-.0722299
2015m2,.0893955
2015m3,.1157541
2015m4,-.1846947
2015m5,-.6959422
2015m6,-.963585
2015m7,-.5876347
2015m8,.3426378
2015m9,1.03392
2015m10,.9619956
2015m11,.5187759
2015m12,.1380213
2016m1,.1547366
2016m2,.15108
2016m3,.0511831
2016m4,-.0255683
