date,cat_job_growth
2008m1,2.609813
2008m2,2.343919
2008m3,1.875642
2008m4,1.387929
2008m5,.878804
2008m6,.5566372
2008m7,.3949929
2008m8,.389545
2008m9,.9144285
2008m10,1.604085
2008m11,1.953931
2008m12,2.168973
2009m1,2.04507
2009m2,1.823779
2009m3,1.465553
2009m4,1.262273
2009m5,1.132462
2009m6,.7445657
2009m7,.0880779
2009m8,-.1635373
2009m9,.1384799
2009m10,.7392991
2009m11,1.034378
2009m12,1.015965
2010m1,.9145834
2010m2,.8571612
2010m3,.6113453
2010m4,.3826728
2010m5,.1205
2010m6,-.0297427
2010m7,-.0579684
2010m8,.117773
2010m9,.2873799
2010m10,.3003925
2010m11,.2387941
2010m12,.0127738
2011m1,-.2450857
2011m2,-.3003627
2011m3,-.2502637
2011m4,-.3238603
2011m5,-.7048567
2011m6,-1.047212
2011m7,-1.15159
2011m8,-1.092432
2011m9,-1.031628
2011m10,-1.017716
2011m11,-1.011342
2011m12,-.9187223
2012m1,-.7210054
2012m2,-.5566682
2012m3,-.5809445
2012m4,-.7416429
2012m5,-.8880869
2012m6,-1.098484
2012m7,-1.1451
2012m8,-1.123297
2012m9,-.9791209
2012m10,-.8497028
2012m11,-.8710893
2012m12,-.8791453
2013m1,-.7115638
2013m2,-.5314941
2013m3,-.5040735
2013m4,-.5684326
2013m5,-.7091489
2013m6,-.8769979
2013m7,-1.080233
2013m8,-1.259461
2013m9,-1.32572
2013m10,-1.232801
2013m11,-1.148678
2013m12,-1.021137
2014m1,-.7784111
2014m2,-.4540042
2014m3,-.3138104
2014m4,-.1845627
2014m5,-.2778447
2014m6,-.5684602
2014m7,-.7124198
2014m8,-.6868933
2014m9,-.5819043
2014m10,-.418209
2014m11,-.4218765
2014m12,-.4062901
2015m1,-.2520206
2015m2,.046773
2015m3,.2887979
2015m4,.3835905
2015m5,.1225722
2015m6,-.2525155
2015m7,-.4370691
2015m8,-.3060692
2015m9,.0431404
2015m10,.3332045
2015m11,.4610483
2015m12,.4434326
2016m1,.4603831
2016m2,.6391373
2016m3,.8833874
2016m4,1.285262
