date,cat_family_stress
2011m1,.3069288
2011m2,.0862454
2011m3,.059747
2011m4,.2447385
2011m5,.6263865
2011m6,1.045554
2011m7,1.233209
2011m8,1.056048
2011m9,.6213594
2011m10,.1602441
2011m11,-.2123371
2011m12,-.301755
2012m1,-.0151879
2012m2,-.0076381
2012m3,.0353989
2012m4,.1531782
2012m5,.4618896
2012m6,.812165
2012m7,1.082621
2012m8,1.075305
2012m9,.6804948
2012m10,.1715012
2012m11,-.2166274
2012m12,-.3091685
2013m1,-.2164382
2013m2,-.3793473
2013m3,-.3794846
2013m4,-.1109679
2013m5,.2053768
2013m6,.6304879
2013m7,.9625399
2013m8,.8994706
2013m9,.4742049
2013m10,.0499235
2013m11,-.2218262
2013m12,-.2121957
2014m1,.0551647
2014m2,.294345
2014m3,.5759997
2014m4,.8856928
2014m5,1.071254
2014m6,1.158217
2014m7,1.076215
2014m8,.7414034
2014m9,.2266198
2014m10,-.2106525
2014m11,-.4434561
2014m12,-.5028591
2015m1,-.4002168
2015m2,-.5216601
2015m3,-.4958614
2015m4,-.3502138
2015m5,-.0810886
2015m6,.3382173
2015m7,.5532973
2015m8,.3876576
2015m9,-.2152694
2015m10,-1.013189
2015m11,-1.789151
2015m12,-2.314425
2016m1,-2.49847
2016m2,-2.566408
2016m3,-2.345924
2016m4,-2.167283
