date,swb_respect
2011m1,2.022942
2011m2,1.268825
2011m3,.7365956
2011m4,.4260148
2011m5,.2083461
2011m6,.0369227
2011m7,-.4538067
2011m8,-1.210115
2011m9,-1.195649
2011m10,-.3474293
2011m11,.8098552
2011m12,1.25973
2012m1,.6833186
2012m2,-.2237065
2012m3,-.8256407
2012m4,-1.109854
2012m5,-1.173432
2012m6,-1.406577
2012m7,-1.336791
2012m8,-1.199681
2012m9,-.9669235
2012m10,-.1964011
2012m11,.8749369
2012m12,1.229404
2013m1,1.149209
2013m2,.5661991
2013m3,.1321173
2013m4,-.055556
2013m5,-.1645338
2013m6,-.3368041
2013m7,-.5260558
2013m8,-.5763638
2013m9,-.453725
2013m10,-.0716346
2013m11,.3631448
2013m12,.6098774
2014m1,.5033062
2014m2,.2105597
2014m3,-.0942352
2014m4,-.0423154
2014m5,.047588
2014m6,.2099925
2014m7,.2049653
2014m8,-.0717923
2014m9,-.0935949
2014m10,.2845865
2014m11,.5293285
2014m12,.3586957
2015m1,-.1622583
2015m2,-.4545818
2015m3,-.4939517
2015m4,-.395025
2015m5,-.4287929
2015m6,-.2301064
2015m7,-.1717601
2015m8,-.5047164
2015m9,-.56597
2015m10,-.0668759
2015m11,.3967322
2015m12,.6065176
2016m1,.5037741
2016m2,.0767488
2016m3,-.042374
2016m4,.3388871
