region,date,terrorisme
PACA,2013m1,-.5098955
PACA,2013m2,-.53792059
PACA,2013m3,-.50325012
PACA,2013m4,-.41650605
PACA,2013m5,-.45836666
PACA,2013m6,-.63297307
PACA,2013m7,-.17801756
PACA,2013m8,-.3842237
PACA,2013m9,-.50374413
PACA,2013m10,-.56903678
PACA,2013m11,-.59939945
PACA,2013m12,-.53299105
PACA,2014m1,-.59358019
PACA,2014m2,-.54880553
PACA,2014m3,-.43218845
PACA,2014m4,-.42571193
PACA,2014m5,-.39281645
PACA,2014m6,-.4424035
PACA,2014m7,-.23949634
PACA,2014m8,-.2250236
PACA,2014m9,-.32137388
PACA,2014m10,-.21597868
PACA,2014m11,-.39028993
PACA,2014m12,.13345532
PACA,2015m1,1.384397
PACA,2015m2,-.1966729
PACA,2015m3,-.043047022
PACA,2015m4,.039161049
PACA,2015m5,-.20437576
PACA,2015m6,.18802695
PACA,2015m7,.15325364
PACA,2015m8,-.012493007
PACA,2015m9,-.21971843
PACA,2015m10,-.32809812
PACA,2015m11,4.4565411
PACA,2015m12,.18721443
PACA,2016m1,.015278456
PACA,2016m2,-.051615547
PACA,2016m3,.91478366
PACA,2016m4,-.09465941
PACA,2016m5,-.19677225
PACA,2016m6,.38005501
PACA,2016m7,2.6843808
PACA,2016m8,.41156569
PACA,2016m9,-.018362092
PACA,2016m10,-.11128782
PACA,2016m11,-.31597161
PACA,2016m12,.063011885
PACA,2017m1,-.023425983
PACA,2017m2,-.10785846
PACA,2017m3,.22853795
