date,swb_happiness
2008m1,.6147808
2008m2,.6515408
2008m3,.828877
2008m4,1.098629
2008m5,1.271815
2008m6,.9507337
2008m7,.4937289
2008m8,.1141527
2008m9,-.3348761
2008m10,-.6323429
2008m11,-.6733102
2008m12,-1.083766
2009m1,-1.547034
2009m2,-1.189425
2009m3,-.9679875
2009m4,-.6144994
2009m5,-.5369138
2009m6,-.5627954
2009m7,-.9322816
2009m8,-1.148139
2009m9,-.954084
2009m10,-.9320129
2009m11,-1.219876
2009m12,-1.50582
2010m1,-1.747884
2010m2,-1.217454
2010m3,-.494651
2010m4,-.0884166
2010m5,-.0259993
2010m6,-.3827823
2010m7,-1.090003
2010m8,-1.51957
2010m9,-1.695337
2010m10,-1.5148
2010m11,-1.543702
2010m12,-1.601301
2011m1,-1.321929
2011m2,-.5719721
2011m3,.0882312
2011m4,.4321966
2011m5,.3417966
2011m6,.1564555
2011m7,-.2086092
2011m8,-.5044954
2011m9,-.5667229
2011m10,-.3775224
2011m11,-.0155427
2011m12,.3527607
2012m1,.5062153
2012m2,.611098
2012m3,.5520266
2012m4,.2800937
2012m5,.0791189
2012m6,-.2204911
2012m7,-.5392885
2012m8,-.7090052
2012m9,-.6872365
2012m10,-.6216605
2012m11,-.6798226
2012m12,-.9262183
2013m1,-1.020723
2013m2,-.5910515
2013m3,-.0906454
2013m4,.1536349
2013m5,.4149079
2013m6,.6784075
2013m7,.6708912
2013m8,.3899969
2013m9,.1572651
2013m10,.1277084
2013m11,.1558215
2013m12,-.000212
2014m1,-.1062668
2014m2,.0874477
2014m3,.2631252
2014m4,.3685168
2014m5,.5138422
2014m6,.4263921
2014m7,.2113109
2014m8,.154067
2014m9,.4585963
2014m10,.8093633
2014m11,.9506857
2014m12,.7756694
2015m1,.6121846
2015m2,.7328165
2015m3,.7346854
2015m4,.8250617
2015m5,.626501
2015m6,.2419117
2015m7,-.0738541
2015m8,-.1005964
2015m9,.3067085
2015m10,.7539046
2015m11,1.058754
2015m12,1.021191
2016m1,.7020563
2016m2,.7441427
2016m3,1.174265
2016m4,1.954301
