region,date,valeurs_république
Limousin,2013m1,-.091435492
Limousin,2013m2,-.63848311
Limousin,2013m3,-1.0542283
Limousin,2013m4,-.55425763
Limousin,2013m5,-.67075056
Limousin,2013m6,-.30480713
Limousin,2013m7,-.79225993
Limousin,2013m8,-1.0425103
Limousin,2013m9,.099588923
Limousin,2013m10,-.65160304
Limousin,2013m11,-.05147709
Limousin,2013m12,-.066919774
Limousin,2014m1,-.05137828
Limousin,2014m2,.17320003
Limousin,2014m3,.10073957
Limousin,2014m4,-.43205935
Limousin,2014m5,.32230702
Limousin,2014m6,-.19471733
Limousin,2014m7,-.27229843
Limousin,2014m8,-.65050864
Limousin,2014m9,-.26284367
Limousin,2014m10,-.16524164
Limousin,2014m11,.025601763
Limousin,2014m12,-.27772835
Limousin,2015m1,.81119996
Limousin,2015m2,-.14694473
Limousin,2015m3,-.3948774
Limousin,2015m4,.27648434
Limousin,2015m5,.32698807
Limousin,2015m6,.26122326
Limousin,2015m7,-.27998194
Limousin,2015m8,-.017514084
Limousin,2015m9,.23906066
Limousin,2015m10,.27586043
Limousin,2015m11,.78591299
Limousin,2015m12,-.085285909
Limousin,2016m1,.49889362
Limousin,2016m2,.29727203
Limousin,2016m3,.75829792
Limousin,2016m4,.13048235
Limousin,2016m5,.022922471
Limousin,2016m6,-.18152347
Limousin,2016m7,.18678522
Limousin,2016m8,-.068735197
Limousin,2016m9,.71500003
Limousin,2016m10,.82102519
Limousin,2016m11,.64857578
Limousin,2016m12,-.23505372
Limousin,2017m1,1.3102247
Limousin,2017m2,.3165116
Limousin,2017m3,-.33073896
