date,cat_social_progress
2011m1,-.0389902
2011m2,.4442848
2011m3,.4107068
2011m4,-.0337256
2011m5,-.6914352
2011m6,-1.021075
2011m7,-.8650188
2011m8,-.3801512
2011m9,.0819056
2011m10,.2007409
2011m11,.0981764
2011m12,-.0506902
2012m1,.1374568
2012m2,.3306638
2012m3,.3544539
2012m4,-.0150287
2012m5,-.8170677
2012m6,-1.299976
2012m7,-1.244198
2012m8,-.6970853
2012m9,-.1578935
2012m10,.0310275
2012m11,-.2410043
2012m12,-.5512671
2013m1,-.3232347
2013m2,.016599
2013m3,-.0540699
2013m4,-.3406169
2013m5,-1.010383
2013m6,-1.526367
2013m7,-1.515616
2013m8,-.8405243
2013m9,.020921
2013m10,.2663973
2013m11,.1253485
2013m12,-.0959745
2014m1,-.1271345
2014m2,-.0082081
2014m3,-.0593185
2014m4,-.182797
2014m5,-.6431926
2014m6,-1.11081
2014m7,-.9646773
2014m8,-.0705619
2014m9,.8205662
2014m10,1.178581
2014m11,.9907112
2014m12,.5988238
2015m1,.5188543
2015m2,.5546911
2015m3,.6175878
2015m4,.4511356
2015m5,-.0805436
2015m6,-.4840063
2015m7,-.3218798
2015m8,.4403654
2015m9,1.166169
2015m10,1.30073
2015m11,1.067783
2015m12,.6615357
2016m1,.7557861
2016m2,1.135357
2016m3,1.413778
2016m4,1.673384
