region,date,protectionnisme
Nord-Pas-de-Calais,2013m1,.0071947724
Nord-Pas-de-Calais,2013m2,-.070420288
Nord-Pas-de-Calais,2013m3,.49062887
Nord-Pas-de-Calais,2013m4,-.056926675
Nord-Pas-de-Calais,2013m5,.018728741
Nord-Pas-de-Calais,2013m6,.07383389
Nord-Pas-de-Calais,2013m7,-1.1420839
Nord-Pas-de-Calais,2013m8,-.99513322
Nord-Pas-de-Calais,2013m9,-.30585656
Nord-Pas-de-Calais,2013m10,.10024341
Nord-Pas-de-Calais,2013m11,.6447643
Nord-Pas-de-Calais,2013m12,.064308085
Nord-Pas-de-Calais,2014m1,.44235653
Nord-Pas-de-Calais,2014m2,.59709382
Nord-Pas-de-Calais,2014m3,.15806115
Nord-Pas-de-Calais,2014m4,-.20122306
Nord-Pas-de-Calais,2014m5,-.090051338
Nord-Pas-de-Calais,2014m6,-.49257523
Nord-Pas-de-Calais,2014m7,-1.2262578
Nord-Pas-de-Calais,2014m8,-.93241215
Nord-Pas-de-Calais,2014m9,.047051311
Nord-Pas-de-Calais,2014m10,.46586251
Nord-Pas-de-Calais,2014m11,.52775294
Nord-Pas-de-Calais,2014m12,-.17372549
Nord-Pas-de-Calais,2015m1,.16889048
Nord-Pas-de-Calais,2015m2,-.13829689
Nord-Pas-de-Calais,2015m3,-.10439648
Nord-Pas-de-Calais,2015m4,.26665795
Nord-Pas-de-Calais,2015m5,-.098354183
Nord-Pas-de-Calais,2015m6,-.17783763
Nord-Pas-de-Calais,2015m7,-.95478523
Nord-Pas-de-Calais,2015m8,-.96827185
Nord-Pas-de-Calais,2015m9,-.004093952
Nord-Pas-de-Calais,2015m10,.71844512
Nord-Pas-de-Calais,2015m11,.60112333
Nord-Pas-de-Calais,2015m12,-.12767486
Nord-Pas-de-Calais,2016m1,.055694688
Nord-Pas-de-Calais,2016m2,.28669861
Nord-Pas-de-Calais,2016m3,.23459855
Nord-Pas-de-Calais,2016m4,.15866831
Nord-Pas-de-Calais,2016m5,.80295134
Nord-Pas-de-Calais,2016m6,.34547466
Nord-Pas-de-Calais,2016m7,-.81717628
Nord-Pas-de-Calais,2016m8,-.99907762
Nord-Pas-de-Calais,2016m9,.36185199
Nord-Pas-de-Calais,2016m10,.24707496
Nord-Pas-de-Calais,2016m11,.56310111
Nord-Pas-de-Calais,2016m12,.57497531
Nord-Pas-de-Calais,2017m1,.48216841
Nord-Pas-de-Calais,2017m2,.23069634
Nord-Pas-de-Calais,2017m3,.79067838
