region,date,christianisme
Ile-de-France,2013m1,-1.1631975
Ile-de-France,2013m2,-1.3465214
Ile-de-France,2013m3,-1.2904679
Ile-de-France,2013m4,-1.2054447
Ile-de-France,2013m5,-.94862735
Ile-de-France,2013m6,-1.7033696
Ile-de-France,2013m7,-.94590449
Ile-de-France,2013m8,-.52320939
Ile-de-France,2013m9,-1.194129
Ile-de-France,2013m10,-.65909386
Ile-de-France,2013m11,-.1871977
Ile-de-France,2013m12,.52407593
Ile-de-France,2014m1,-.51009232
Ile-de-France,2014m2,-.14972323
Ile-de-France,2014m3,-.5036034
Ile-de-France,2014m4,1.2974538
Ile-de-France,2014m5,.1845831
Ile-de-France,2014m6,-1.0278091
Ile-de-France,2014m7,-.43546206
Ile-de-France,2014m8,-.078334868
Ile-de-France,2014m9,-.81224108
Ile-de-France,2014m10,-.021348752
Ile-de-France,2014m11,-.12896243
Ile-de-France,2014m12,2.1728251
Ile-de-France,2015m1,1.1036344
Ile-de-France,2015m2,.66764027
Ile-de-France,2015m3,.73689014
Ile-de-France,2015m4,1.2442396
Ile-de-France,2015m5,.20691475
Ile-de-France,2015m6,-.4009271
Ile-de-France,2015m7,.048388079
Ile-de-France,2015m8,.48859861
Ile-de-France,2015m9,-.78720891
Ile-de-France,2015m10,-.47342843
Ile-de-France,2015m11,.26676232
Ile-de-France,2015m12,2.656549
Ile-de-France,2016m1,.31622612
Ile-de-France,2016m2,.1929844
Ile-de-France,2016m3,1.0440532
Ile-de-France,2016m4,.20362785
Ile-de-France,2016m5,-.0089066308
Ile-de-France,2016m6,-.62523741
Ile-de-France,2016m7,.20499834
Ile-de-France,2016m8,.30013594
Ile-de-France,2016m9,-.19163303
Ile-de-France,2016m10,.0080347657
Ile-de-France,2016m11,.059236869
Ile-de-France,2016m12,1.5356789
Ile-de-France,2017m1,.28857064
Ile-de-France,2017m2,1.1229855
Ile-de-France,2017m3,1.7596459
