date,cat_job_growth
2011m1,.4339557
2011m2,.8135115
2011m3,.7106549
2011m4,.5731591
2011m5,.2843919
2011m6,.323262
2011m7,.2914928
2011m8,.4158549
2011m9,.6063172
2011m10,.4869944
2011m11,-.0084351
2011m12,-.1361181
2012m1,.085368
2012m2,.2995901
2012m3,.2832062
2012m4,.2362977
2012m5,.0165501
2012m6,-.2041918
2012m7,-.0982417
2012m8,.2333179
2012m9,.5757561
2012m10,.4869882
2012m11,.2209703
2012m12,-.0988083
2013m1,-.1289114
2013m2,.0815274
2013m3,.2602671
2013m4,.1257405
2013m5,-.4270317
2013m6,-.9824124
2013m7,-1.233725
2013m8,-1.216748
2013m9,-1.005275
2013m10,-.9313112
2013m11,-1.065627
2013m12,-1.075165
2014m1,-.8687016
2014m2,-.6248683
2014m3,-.4824175
2014m4,-.3559285
2014m5,-.5291479
2014m6,-.6161481
2014m7,-.561948
2014m8,-.5773633
2014m9,-.6843622
2014m10,-.8337225
2014m11,-.9207581
2014m12,-.896745
2015m1,-.6902385
2015m2,-.4346866
2015m3,-.4289463
2015m4,-.6409915
2015m5,-.8939502
2015m6,-.7852932
2015m7,-.3345127
2015m8,.2471172
2015m9,.8054063
2015m10,.8541002
2015m11,.8406307
2015m12,1.078505
2016m1,1.549053
2016m2,2.218233
2016m3,2.494106
2016m4,2.840408
