date,cat_personal_security
2008m1,-.5849031
2008m2,-.5414402
2008m3,-.504931
2008m4,-.636467
2008m5,-1.031323
2008m6,-1.381437
2008m7,-1.449359
2008m8,-1.279012
2008m9,-.8257153
2008m10,-.4905191
2008m11,-.1721093
2008m12,.0013526
2009m1,.0717777
2009m2,.2285895
2009m3,.239542
2009m4,.042489
2009m5,-.3931209
2009m6,-.8623721
2009m7,-.9610431
2009m8,-.7787553
2009m9,-.4854757
2009m10,.0374219
2009m11,.4363479
2009m12,.4716104
2010m1,.3687846
2010m2,.2045593
2010m3,.0268188
2010m4,-.0415754
2010m5,-.2301441
2010m6,-.6099905
2010m7,-.867223
2010m8,-.7520018
2010m9,-.4471809
2010m10,-.1956239
2010m11,.0115415
2010m12,.0688609
2011m1,.1143156
2011m2,.0940905
2011m3,.0192511
2011m4,-.0870317
2011m5,-.1753403
2011m6,-.4791587
2011m7,-.5435941
2011m8,-.3969569
2011m9,-.1606051
2011m10,-.0914218
2011m11,-.0967344
2011m12,-.2012503
2012m1,-.2715112
2012m2,-.2915464
2012m3,-.3300831
2012m4,-.3956948
2012m5,-.5946869
2012m6,-.5537409
2012m7,-.2427085
2012m8,-.3938265
2012m9,-.2872194
2012m10,.2398285
2012m11,1.326248
2012m12,2.629137
2013m1,2.708624
2013m2,1.851168
2013m3,1.164907
2013m4,.7963689
2013m5,.1133524
2013m6,-.4921996
2013m7,-.7007881
2013m8,-.6797968
2013m9,-.4674731
2013m10,-.2695128
2013m11,-.1932816
2013m12,-.3470616
2014m1,-.4541743
2014m2,-.4889732
2014m3,-.4942538
2014m4,-.4534286
2014m5,-.4772029
2014m6,-.522114
2014m7,-.3774066
2014m8,-.0988408
2014m9,.211008
2014m10,.5076301
2014m11,.7897828
2014m12,.767196
2015m1,.6148043
2015m2,.3304052
2015m3,.1244272
2015m4,-.0757696
2015m5,-.2011644
2015m6,-.18794
2015m7,-.1090881
2015m8,-.0258264
2015m9,.4128167
2015m10,1.362312
2015m11,2.437573
2015m12,2.620992
2016m1,2.026798
2016m2,1.352057
2016m3,.9295673
2016m4,.4767717
