date,swb_learn
2008m1,-.4451839
2008m2,-.0289677
2008m3,.0447343
2008m4,.3611613
2008m5,.7905794
2008m6,.8940456
2008m7,.849934
2008m8,.7790269
2008m9,.5018666
2008m10,.1629298
2008m11,-.3288157
2008m12,-.9434776
2009m1,-.5931333
2009m2,.0058333
2009m3,.4175057
2009m4,.5191537
2009m5,.6419539
2009m6,.969498
2009m7,1.248993
2009m8,1.499147
2009m9,1.808862
2009m10,2.135888
2009m11,2.227792
2009m12,2.080197
2010m1,2.126518
2010m2,2.564787
2010m3,3.155509
2010m4,3.2541
2010m5,3.272318
2010m6,3.188739
2010m7,3.098788
2010m8,3.2247
2010m9,2.937352
2010m10,2.411522
2010m11,1.871941
2010m12,1.394786
2011m1,1.132553
2011m2,1.214756
2011m3,1.467698
2011m4,1.750036
2011m5,2.089138
2011m6,2.056608
2011m7,2.01898
2011m8,2.09778
2011m9,2.183683
2011m10,2.05939
2011m11,1.765031
2011m12,1.650278
2012m1,1.654411
2012m2,1.734847
2012m3,1.769757
2012m4,1.98137
2012m5,2.075111
2012m6,1.915702
2012m7,1.928831
2012m8,2.039262
2012m9,2.112056
2012m10,2.066714
2012m11,1.822693
2012m12,1.640606
2013m1,1.490183
2013m2,1.417244
2013m3,1.535917
2013m4,1.820328
2013m5,2.154416
2013m6,2.27361
2013m7,2.264614
2013m8,2.270976
2013m9,2.168949
2013m10,1.962104
2013m11,1.665811
2013m12,1.460848
2014m1,1.357225
2014m2,1.464218
2014m3,1.719939
2014m4,1.99819
2014m5,2.148497
2014m6,2.234601
2014m7,2.106712
2014m8,1.704965
2014m9,1.277275
2014m10,.9685725
2014m11,.8129516
2014m12,.6876683
2015m1,.6227033
2015m2,.7612252
2015m3,1.127011
2015m4,1.420782
2015m5,1.6025
2015m6,1.816444
2015m7,2.015947
2015m8,1.981617
2015m9,1.8325
2015m10,1.638729
2015m11,1.4651
2015m12,1.311323
2016m1,1.396638
2016m2,1.698797
2016m3,2.416417
2016m4,3.758285
