date,cat_healthy_habits
2011m1,2.279626
2011m2,1.283526
2011m3,.4399081
2011m4,.0525371
2011m5,-.0130544
2011m6,.0521179
2011m7,-.1307169
2011m8,-.7238858
2011m9,-1.097949
2011m10,-1.116056
2011m11,-.8034362
2011m12,-.0361832
2012m1,.8968644
2012m2,1.233317
2012m3,1.110463
2012m4,.6295997
2012m5,.2743675
2012m6,.0826335
2012m7,-.1449309
2012m8,-.4969401
2012m9,-.7851529
2012m10,-.938333
2012m11,-.8080887
2012m12,-.4397522
2013m1,.4075141
2013m2,.9338045
2013m3,.9923897
2013m4,.6756932
2013m5,.2239853
2013m6,-.137513
2013m7,-.5333647
2013m8,-1.078676
2013m9,-1.169197
2013m10,-1.057107
2013m11,-.9594096
2013m12,-.8124199
2014m1,-.3343702
2014m2,-.1636974
2014m3,.0315108
2014m4,.0523141
2014m5,-.1250072
2014m6,-.1718976
2014m7,-.3491795
2014m8,-.5576178
2014m9,-.7123742
2014m10,-.791886
2014m11,-.6276878
2014m12,-.1554672
2015m1,.5344689
2015m2,.9130149
2015m3,.8498135
2015m4,.5058162
2015m5,.3513763
2015m6,.3736477
2015m7,.0806456
2015m8,-.4195155
2015m9,-.8218457
2015m10,-1.001994
2015m11,-.7838867
2015m12,-.1437149
2016m1,.9007633
2016m2,1.327744
2016m3,1.408021
2016m4,1.544824
