date,cat_education
2008m1,-.048517
2008m2,-.1326987
2008m3,-.2382157
2008m4,-.4414829
2008m5,-.7805102
2008m6,-1.014452
2008m7,-.9372002
2008m8,-.6360494
2008m9,-.1939994
2008m10,.0507923
2008m11,-.0194478
2008m12,-.154602
2009m1,.018461
2009m2,.1393708
2009m3,.02252
2009m4,-.3012265
2009m5,-.68437
2009m6,-1.002836
2009m7,-.9732516
2009m8,-.3750122
2009m9,.8210458
2009m10,1.748544
2009m11,2.022102
2009m12,1.951204
2010m1,1.961084
2010m2,2.086346
2010m3,2.182345
2010m4,2.095386
2010m5,1.713107
2010m6,1.006073
2010m7,.527335
2010m8,.7079702
2010m9,1.366788
2010m10,1.64129
2010m11,1.466228
2010m12,.9977998
2011m1,.5517785
2011m2,.3865944
2011m3,.2677502
2011m4,.000028
2011m5,-.3555654
2011m6,-.6671001
2011m7,-.5869966
2011m8,-.0182159
2011m9,.696111
2011m10,.8849372
2011m11,.6834702
2011m12,.2397169
2012m1,.0905256
2012m2,.1684103
2012m3,.2609921
2012m4,.0786658
2012m5,-.4940692
2012m6,-.9344195
2012m7,-.9015889
2012m8,-.3549655
2012m9,.3102208
2012m10,.4783093
2012m11,.2428844
2012m12,-.048733
2013m1,-.0495613
2013m2,-.0189277
2013m3,-.1236005
2013m4,-.3190937
2013m5,-.7307959
2013m6,-1.150305
2013m7,-1.163377
2013m8,-.6936105
2013m9,-.0577396
2013m10,.2215835
2013m11,.0937386
2013m12,-.2100278
2014m1,-.2727193
2014m2,-.2594224
2014m3,-.3097974
2014m4,-.462189
2014m5,-.8673261
2014m6,-1.231321
2014m7,-1.212353
2014m8,-.7278308
2014m9,-.0327541
2014m10,.1250722
2014m11,-.1372144
2014m12,-.3970886
2015m1,-.3168482
2015m2,-.1297844
2015m3,-.1630125
2015m4,-.5032874
2015m5,-1.020916
2015m6,-1.325514
2015m7,-1.211841
2015m8,-.6734157
2015m9,-.0224672
2015m10,.0852191
2015m11,-.1971329
2015m12,-.4056169
2016m1,-.3376792
2016m2,-.2974177
2016m3,-.4020969
2016m4,-.6621904
