date,cat_personal_security
2008m1,-.264631
2008m2,-.0263895
2008m3,-.1401324
2008m4,-.5463433
2008m5,-.8280926
2008m6,-.9267443
2008m7,-1.137306
2008m8,-1.173713
2008m9,-.7709416
2008m10,-.3182701
2008m11,.0965192
2008m12,.0168518
2009m1,-.1746178
2009m2,-.0074437
2009m3,-.0430787
2009m4,-.26713
2009m5,-.545846
2009m6,-.6777332
2009m7,-.8833197
2009m8,-.8993203
2009m9,-.5245424
2009m10,.3126006
2009m11,.9078153
2009m12,1.217299
2010m1,1.253626
2010m2,1.482278
2010m3,1.713564
2010m4,1.850137
2010m5,1.380063
2010m6,.6482751
2010m7,.080642
2010m8,.0121496
2010m9,-.1383754
2010m10,-.0933106
2010m11,-.1141766
2010m12,-.1958179
2011m1,-.2523601
2011m2,-.2352892
2011m3,-.2210419
2011m4,-.265342
2011m5,-.2788418
2011m6,-.3247605
2011m7,-.2436285
2011m8,-.1918567
2011m9,-.0887688
2011m10,-.1279645
2011m11,-.2339093
2011m12,-.2615557
2012m1,-.2401731
2012m2,-.1639447
2012m3,-.1553453
2012m4,-.3216392
2012m5,-.4103537
2012m6,-.2712937
2012m7,.0024187
2012m8,-.2281725
2012m9,-.2367144
2012m10,.1709678
2012m11,1.20044
2012m12,2.310248
2013m1,2.458403
2013m2,1.883291
2013m3,1.435567
2013m4,1.261818
2013m5,.5875118
2013m6,-.0992684
2013m7,-.4631652
2013m8,-.6771072
2013m9,-.6778713
2013m10,-.6387169
2013m11,-.6183277
2013m12,-.5825703
2014m1,-.5993537
2014m2,-.5937241
2014m3,-.582805
2014m4,-.6354517
2014m5,-.7374289
2014m6,-.8259293
2014m7,-.8039457
2014m8,-.702397
2014m9,-.5987082
2014m10,-.4192457
2014m11,-.1794489
2014m12,-.0414502
2015m1,.1961135
2015m2,.2063561
2015m3,-.0467806
2015m4,-.2876473
2015m5,-.4657224
2015m6,-.4177263
2015m7,-.4611249
2015m8,-.5463455
2015m9,-.3150484
2015m10,.5533477
2015m11,1.6161
2015m12,1.690857
2016m1,1.033288
2016m2,.4609733
2016m3,.2826795
2016m4,.145341
