region,date,mal_etre
Picardie,2013m1,-.3312017
Picardie,2013m2,-.46253788
Picardie,2013m3,-.43523383
Picardie,2013m4,-.64647651
Picardie,2013m5,-.32594779
Picardie,2013m6,-.54904765
Picardie,2013m7,-.72783381
Picardie,2013m8,-.67823803
Picardie,2013m9,-.32181987
Picardie,2013m10,-.078024134
Picardie,2013m11,-.30652696
Picardie,2013m12,-.66895992
Picardie,2014m1,-.1295063
Picardie,2014m2,.19572641
Picardie,2014m3,-.046261251
Picardie,2014m4,-.46717489
Picardie,2014m5,-.3387551
Picardie,2014m6,-.48729819
Picardie,2014m7,-.3829037
Picardie,2014m8,-.17698582
Picardie,2014m9,-.011637434
Picardie,2014m10,-.024606105
Picardie,2014m11,.25167659
Picardie,2014m12,-.074684657
Picardie,2015m1,-.18945751
Picardie,2015m2,.35713887
Picardie,2015m3,.22538339
Picardie,2015m4,.23991634
Picardie,2015m5,.040048998
Picardie,2015m6,.037698742
Picardie,2015m7,-.51685333
Picardie,2015m8,-.57287914
Picardie,2015m9,.11315414
Picardie,2015m10,.26199305
Picardie,2015m11,-.045739837
Picardie,2015m12,-.15723117
Picardie,2016m1,.6463207
Picardie,2016m2,.89647412
Picardie,2016m3,.71287078
Picardie,2016m4,.48453024
Picardie,2016m5,.095834874
Picardie,2016m6,.090423606
Picardie,2016m7,.054974895
Picardie,2016m8,.10773804
Picardie,2016m9,.60502994
Picardie,2016m10,.71053475
Picardie,2016m11,.63395709
Picardie,2016m12,.62737626
Picardie,2017m1,.72912383
Picardie,2017m2,.76776004
Picardie,2017m3,.64583659
