date,swb_learn
2011m1,-.7021149
2011m2,-.4186369
2011m3,-.2265966
2011m4,.0919159
2011m5,.4066713
2011m6,.5745589
2011m7,.7199281
2011m8,.7869084
2011m9,.6035783
2011m10,.3364887
2011m11,-.1735162
2011m12,-.3794931
2012m1,-.0755636
2012m2,.5195635
2012m3,.8364914
2012m4,1.073829
2012m5,1.386511
2012m6,1.38087
2012m7,1.254953
2012m8,1.200452
2012m9,1.318628
2012m10,1.298643
2012m11,.965442
2012m12,.4103235
2013m1,.2123188
2013m2,.3087188
2013m3,.6208658
2013m4,.7484102
2013m5,.618684
2013m6,.2396201
2013m7,-.2809017
2013m8,-.4764266
2013m9,-.4989726
2013m10,-.4840506
2013m11,-.7239025
2013m12,-.6911904
2014m1,-.1236414
2014m2,.2379975
2014m3,.2884968
2014m4,.1494934
2014m5,-.1392079
2014m6,-.4473793
2014m7,-.7926174
2014m8,-1.185969
2014m9,-1.439709
2014m10,-1.450131
2014m11,-1.57486
2014m12,-1.376137
2015m1,-.6460084
2015m2,-.0784066
2015m3,.2067516
2015m4,.137494
2015m5,-.2155057
2015m6,-.6810741
2015m7,-.9588711
2015m8,-1.000705
2015m9,-.7968629
2015m10,-.8827997
2015m11,-1.281214
2015m12,-1.328173
2016m1,-.5820673
2016m2,.3039207
2016m3,.9155892
2016m4,1.633279
