laugh
-1.55034
-1.677895
.2769849
-1.184975
-.7448462
-.6384982
-.342159
-.7741257
-1.026639
-1.595672
.2423659
-1.214612
.3162145
.0579421
.1664189
1.433669
2.186936
-.0873677
1.646114
1.394393
.3587922
-.1331622
-.592771
-1.364494
-1.61545
.6294663
1.486974
1.791546
1.833975
.6394456
.6338683
1.142797
.8821172
-.3078331
.4291449
-1.105033
-1.693364
-.091114
.2256373
.5185713
.9083267
.9821284
-1.113692
-.1659669
-.2778305
-.0792261
.2319631
-.7348712
.4791648
.3403687
.8120455
.6703072
1.453109
.3040624
-.1067261
-.5696425
-1.406543
