date,swb_anger
2011m1,-.6698413
2011m2,-.6015671
2011m3,-.4767172
2011m4,.1822343
2011m5,.5612946
2011m6,.4184048
2011m7,.603781
2011m8,1.053403
2011m9,.7612712
2011m10,.2701375
2011m11,.1678172
2011m12,.0279958
2012m1,-.195022
2012m2,-.4544402
2012m3,-.3475487
2012m4,-.0643946
2012m5,.2199231
2012m6,.6719303
2012m7,1.130175
2012m8,1.506561
2012m9,1.346556
2012m10,.8188306
2012m11,.3630388
2012m12,-.1190493
2013m1,-.4631282
2013m2,-.4807192
2013m3,-.4059978
2013m4,-.094387
2013m5,.2546634
2013m6,.2218576
2013m7,.1638885
2013m8,.6434469
2013m9,.6465663
2013m10,.4914016
2013m11,.7226216
2013m12,.9119747
2014m1,1.122013
2014m2,1.042911
2014m3,.8853505
2014m4,.7437082
2014m5,.9963031
2014m6,1.279315
2014m7,1.630541
2014m8,2.092422
2014m9,2.17059
2014m10,1.920095
2014m11,1.46353
2014m12,1.125405
2015m1,.6472902
2015m2,.3293161
2015m3,.3930825
2015m4,.7379068
2015m5,1.077386
2015m6,1.204807
2015m7,1.368119
2015m8,1.784195
2015m9,1.748047
2015m10,1.477911
2015m11,1.076376
2015m12,.8080226
2016m1,.5262982
2016m2,.3880913
2016m3,.7937479
2016m4,1.563999
