date,swb_security
2008m1,.3721875
2008m2,-.0075418
2008m3,-.120488
2008m4,.1751011
2008m5,.4917815
2008m6,.6534209
2008m7,.4684867
2008m8,.1775122
2008m9,-.414223
2008m10,-.7216666
2008m11,-.6171212
2008m12,-.4184732
2009m1,-.2167761
2009m2,-.0510062
2009m3,.2464376
2009m4,.3732129
2009m5,.3771092
2009m6,.4720146
2009m7,.4788374
2009m8,.2683366
2009m9,-.0163138
2009m10,-.0580993
2009m11,.0356323
2009m12,.2021147
2010m1,.3809198
2010m2,.6181198
2010m3,.6308191
2010m4,.6572881
2010m5,.6390735
2010m6,.5640859
2010m7,.4134189
2010m8,.1226798
2010m9,-.1817779
2010m10,-.127465
2010m11,.0856283
2010m12,.179972
2011m1,.1337333
2011m2,.2250662
2011m3,.4904512
2011m4,.727043
2011m5,.7924052
2011m6,.7860195
2011m7,.7614347
2011m8,.69603
2011m9,.6203727
2011m10,.7623768
2011m11,.9374918
2011m12,1.192922
2012m1,1.507671
2012m2,1.756509
2012m3,1.996485
2012m4,2.042741
2012m5,1.925025
2012m6,1.754903
2012m7,1.47512
2012m8,1.274709
2012m9,1.028262
2012m10,.6595865
2012m11,-.0290048
2012m12,-.5831869
2013m1,-.4190569
2013m2,.2524008
2013m3,.9663171
2013m4,1.406143
2013m5,1.355765
2013m6,.8504875
2013m7,.1334335
2013m8,-.1830664
2013m9,-.1065118
2013m10,.0740536
2013m11,.2011028
2013m12,.2598849
2014m1,.58763
2014m2,.8381149
2014m3,.8452393
2014m4,.7970023
2014m5,.6744036
2014m6,.690217
2014m7,1.078987
2014m8,1.72885
2014m9,2.114007
2014m10,2.260774
2014m11,2.285755
2014m12,2.281035
2015m1,2.333952
2015m2,2.426057
2015m3,2.420416
2015m4,2.30215
2015m5,2.208492
2015m6,2.102826
2015m7,2.058753
2015m8,2.089843
2015m9,2.106114
2015m10,2.174608
2015m11,2.244866
2015m12,2.303263
2016m1,2.539685
2016m2,2.703143
2016m3,2.67594
2016m4,2.6006
