date,cat_health_conditions
2011m1,-.6220503
2011m2,.3668188
2011m3,1.129389
2011m4,1.10807
2011m5,.4466716
2011m6,-.4150382
2011m7,-1.251329
2011m8,-1.145484
2011m9,-.0281517
2011m10,.9113718
2011m11,.895084
2011m12,.3420019
2012m1,.3838111
2012m2,.9637063
2012m3,1.320335
2012m4,1.018066
2012m5,.1356514
2012m6,-.7732232
2012m7,-1.167404
2012m8,-.9756166
2012m9,-.3691173
2012m10,.2771289
2012m11,.2580247
2012m12,-.0139683
2013m1,-.0589122
2013m2,.2494797
2013m3,.5434703
2013m4,.3980244
2013m5,-.1414114
2013m6,-.74077
2013m7,-.9968472
2013m8,-.9090856
2013m9,-.4354949
2013m10,.0461737
2013m11,.0951852
2013m12,-.3088132
2014m1,-.5832527
2014m2,-.5179605
2014m3,-.2362022
2014m4,-.072047
2014m5,-.2807865
2014m6,-.5647473
2014m7,-.7115293
2014m8,-.427377
2014m9,.1095889
2014m10,.3331138
2014m11,-.0791894
2014m12,-.4667863
2015m1,-.4040431
2015m2,.1685531
2015m3,.7299659
2015m4,.6777374
2015m5,.0223566
2015m6,-.3657877
2015m7,-.4856091
2015m8,-.4225501
2015m9,.0322388
2015m10,.5020416
2015m11,.5434582
2015m12,.4436973
2016m1,.4496408
2016m2,.5049465
2016m3,.4038907
2016m4,.1608918
