date,cat_civic_engagement
2008m1,.0020298
2008m2,.3665407
2008m3,.4325654
2008m4,.2595508
2008m5,-.3081627
2008m6,-.77868
2008m7,-.8455251
2008m8,-.2489295
2008m9,.937274
2008m10,1.468331
2008m11,1.252291
2008m12,.7116954
2009m1,.509855
2009m2,.719964
2009m3,.7560821
2009m4,.4710554
2009m5,-.1161363
2009m6,-.6687437
2009m7,-.7298601
2009m8,-.2039218
2009m9,.7097284
2009m10,1.305438
2009m11,1.434485
2009m12,1.128096
2010m1,1.078848
2010m2,1.352487
2010m3,1.703205
2010m4,1.612301
2010m5,.8532723
2010m6,-.0296036
2010m7,-.4003154
2010m8,-.1127005
2010m9,.6592357
2010m10,1.063232
2010m11,.9934525
2010m12,.6109137
2011m1,.4078948
2011m2,.5020172
2011m3,.4975034
2011m4,.2399242
2011m5,-.3154991
2011m6,-.7924901
2011m7,-.9493064
2011m8,-.5814336
2011m9,.0965795
2011m10,.4656662
2011m11,.4531123
2011m12,.2027644
2012m1,.1273487
2012m2,.1256427
2012m3,-.0347923
2012m4,-.350455
2012m5,-.8841368
2012m6,-1.323507
2012m7,-1.344103
2012m8,-1.012552
2012m9,-.5120753
2012m10,-.2086893
2012m11,-.1542559
2012m12,-.2551486
2013m1,-.2382092
2013m2,-.2426143
2013m3,-.3680387
2013m4,-.6146701
2013m5,-1.152032
2013m6,-1.605561
2013m7,-1.642079
2013m8,-1.192874
2013m9,-.5084898
2013m10,-.1948584
2013m11,-.2607268
2013m12,-.480715
2014m1,-.5546374
2014m2,-.3992792
2014m3,-.3162885
2014m4,-.4201608
2014m5,-.9410568
2014m6,-1.502365
2014m7,-1.530005
2014m8,-1.012176
2014m9,-.2680246
2014m10,.1464569
2014m11,.2291294
2014m12,.1348203
2015m1,.1858748
2015m2,.3710849
2015m3,.4101609
2015m4,.1883763
2015m5,-.467852
2015m6,-1.072166
2015m7,-1.153173
2015m8,-.6411455
2015m9,.1272347
2015m10,.4756907
2015m11,.5179856
2015m12,.4524052
2016m1,.5560182
2016m2,.7691426
2016m3,.8562694
2016m4,1.00919
