date,swb_anger
2008m1,-1.486984
2008m2,-1.289626
2008m3,-.645146
2008m4,.0655379
2008m5,.7633271
2008m6,1.294698
2008m7,1.472439
2008m8,1.430361
2008m9,1.119974
2008m10,1.077091
2008m11,.3212781
2008m12,-.2850915
2009m1,.0550932
2009m2,.8499078
2009m3,.8812186
2009m4,.6389212
2009m5,.5376083
2009m6,.6875943
2009m7,.8715555
2009m8,1.056777
2009m9,1.262555
2009m10,1.859376
2009m11,1.712003
2009m12,1.289304
2010m1,.8403869
2010m2,.8896035
2010m3,1.229166
2010m4,1.801897
2010m5,2.216197
2010m6,2.767362
2010m7,3.131208
2010m8,2.663032
2010m9,2.052283
2010m10,1.813727
2010m11,1.467632
2010m12,1.464337
2011m1,1.396071
2011m2,1.412558
2011m3,1.633934
2011m4,1.903324
2011m5,1.986556
2011m6,1.912676
2011m7,1.887155
2011m8,1.776827
2011m9,1.514504
2011m10,1.627367
2011m11,1.43625
2011m12,1.141794
2012m1,.8581082
2012m2,1.025525
2012m3,1.451443
2012m4,1.884374
2012m5,1.94001
2012m6,1.779901
2012m7,1.640845
2012m8,1.721725
2012m9,1.878873
2012m10,2.021265
2012m11,2.046951
2012m12,1.802402
2013m1,1.309579
2013m2,.802182
2013m3,.8079208
2013m4,1.008573
2013m5,1.27764
2013m6,1.538816
2013m7,1.841627
2013m8,1.990756
2013m9,1.883793
2013m10,2.018812
2013m11,2.0506
2013m12,2.006521
2014m1,1.867872
2014m2,1.590518
2014m3,1.450687
2014m4,1.490058
2014m5,1.465147
2014m6,1.384027
2014m7,1.53967
2014m8,1.52183
2014m9,1.494326
2014m10,1.583488
2014m11,1.607075
2014m12,1.555937
2015m1,1.399724
2015m2,1.407897
2015m3,1.647065
2015m4,1.87913
2015m5,1.990153
2015m6,2.187368
2015m7,2.417939
2015m8,2.288519
2015m9,1.883813
2015m10,1.788962
2015m11,1.594088
2015m12,1.473868
2016m1,1.384736
2016m2,1.437171
2016m3,1.651626
2016m4,1.923463
