date,cat_civic_engagement
2008m1,-.1548427
2008m2,.0721579
2008m3,.0596268
2008m4,-.1335073
2008m5,-.5675676
2008m6,-.9007106
2008m7,-.8830403
2008m8,-.4648407
2008m9,.4231307
2008m10,.9505874
2008m11,.9770976
2008m12,.5347169
2009m1,.3663906
2009m2,.4610678
2009m3,.3909986
2009m4,.1317393
2009m5,-.2729524
2009m6,-.5404944
2009m7,-.5585083
2009m8,-.1101827
2009m9,.8259316
2009m10,1.765673
2009m11,2.07384
2009m12,1.927232
2010m1,1.969126
2010m2,2.341474
2010m3,2.594515
2010m4,2.134665
2010m5,1.436899
2010m6,.7489769
2010m7,.3565644
2010m8,.4627161
2010m9,1.00891
2010m10,1.374458
2010m11,1.255739
2010m12,.8267089
2011m1,.4874343
2011m2,.3698736
2011m3,.3025174
2011m4,.0142756
2011m5,-.543171
2011m6,-.860629
2011m7,-.8669991
2011m8,-.4671779
2011m9,.1954598
2011m10,.5252811
2011m11,.5584387
2011m12,.2611619
2012m1,.1505507
2012m2,.2341678
2012m3,.1205355
2012m4,-.1809896
2012m5,-.6216162
2012m6,-.9668673
2012m7,-1.085148
2012m8,-.8741115
2012m9,-.3010565
2012m10,-.0029633
2012m11,.005634
2012m12,-.089325
2013m1,.0299783
2013m2,.1373546
2013m3,.1340027
2013m4,-.1359377
2013m5,-.6501092
2013m6,-1.107323
2013m7,-1.339289
2013m8,-1.244979
2013m9,-.8293378
2013m10,-.4435226
2013m11,-.2772487
2013m12,-.3386829
2014m1,-.3215811
2014m2,-.2594265
2014m3,-.362909
2014m4,-.5572246
2014m5,-.9400172
2014m6,-1.306667
2014m7,-1.44005
2014m8,-1.260252
2014m9,-.8288275
2014m10,-.6047071
2014m11,-.6137784
2014m12,-.5995818
2015m1,-.3344692
2015m2,-.1483449
2015m3,-.1691077
2015m4,-.3680015
2015m5,-.7396115
2015m6,-.962679
2015m7,-.9561979
2015m8,-.6826624
2015m9,-.1760246
2015m10,.1543407
2015m11,.143947
2015m12,-.037276
2016m1,.0239978
2016m2,.1337799
2016m3,.0495103
2016m4,-.0206581
