region,date,christianisme
Auvergne,2013m1,-.3429749
Auvergne,2013m2,-.40395221
Auvergne,2013m3,.22907972
Auvergne,2013m4,-.44425523
Auvergne,2013m5,-.14099456
Auvergne,2013m6,-.55121487
Auvergne,2013m7,-.7295242
Auvergne,2013m8,-.4330709
Auvergne,2013m9,-.73760885
Auvergne,2013m10,-.61956692
Auvergne,2013m11,-.47565842
Auvergne,2013m12,.0055105672
Auvergne,2014m1,-.51623917
Auvergne,2014m2,-.21187018
Auvergne,2014m3,-.069056675
Auvergne,2014m4,.67576545
Auvergne,2014m5,-.25414574
Auvergne,2014m6,-.63276207
Auvergne,2014m7,-.21809098
Auvergne,2014m8,-.4860602
Auvergne,2014m9,-.62807304
Auvergne,2014m10,-.1652216
Auvergne,2014m11,.15265903
Auvergne,2014m12,1.1523813
Auvergne,2015m1,.8330555
Auvergne,2015m2,.41440028
Auvergne,2015m3,1.0428697
Auvergne,2015m4,.48723042
Auvergne,2015m5,.00045959261
Auvergne,2015m6,-.1699228
Auvergne,2015m7,-.1880396
Auvergne,2015m8,.30116549
Auvergne,2015m9,-.041214999
Auvergne,2015m10,-.29039618
Auvergne,2015m11,-.057752673
Auvergne,2015m12,.9624126
Auvergne,2016m1,.38301823
Auvergne,2016m2,.1680555
Auvergne,2016m3,.59865677
Auvergne,2016m4,-.1015155
Auvergne,2016m5,-.040459786
Auvergne,2016m6,.11821097
Auvergne,2016m7,.19384551
Auvergne,2016m8,.5895198
Auvergne,2016m9,.12840669
Auvergne,2016m10,-.23312122
Auvergne,2016m11,.27318242
Auvergne,2016m12,.40255463
Auvergne,2017m1,.13114224
Auvergne,2017m2,-.20261851
Auvergne,2017m3,.29625484
