region,date,terrorisme
Aquitaine,2013m1,-.46512756
Aquitaine,2013m2,-.4767369
Aquitaine,2013m3,-.61914605
Aquitaine,2013m4,-.47458214
Aquitaine,2013m5,-.33571216
Aquitaine,2013m6,-.66224241
Aquitaine,2013m7,-.2794196
Aquitaine,2013m8,-.31872517
Aquitaine,2013m9,-.50122631
Aquitaine,2013m10,-.45125443
Aquitaine,2013m11,-.60214102
Aquitaine,2013m12,-.54477078
Aquitaine,2014m1,-.46179304
Aquitaine,2014m2,-.50618064
Aquitaine,2014m3,-.53745365
Aquitaine,2014m4,-.45727164
Aquitaine,2014m5,-.42436239
Aquitaine,2014m6,-.43252695
Aquitaine,2014m7,-.23204078
Aquitaine,2014m8,-.37349641
Aquitaine,2014m9,-.35890594
Aquitaine,2014m10,-.33597511
Aquitaine,2014m11,-.3862997
Aquitaine,2014m12,.18278818
Aquitaine,2015m1,1.2731291
Aquitaine,2015m2,-.018456249
Aquitaine,2015m3,-.15054309
Aquitaine,2015m4,-.12378734
Aquitaine,2015m5,-.24183542
Aquitaine,2015m6,-.13148543
Aquitaine,2015m7,-.071214363
Aquitaine,2015m8,.28833276
Aquitaine,2015m9,-.16842897
Aquitaine,2015m10,-.10347272
Aquitaine,2015m11,4.7284179
Aquitaine,2015m12,.2409077
Aquitaine,2016m1,.00098637561
Aquitaine,2016m2,-.1113177
Aquitaine,2016m3,.48595107
Aquitaine,2016m4,.12796909
Aquitaine,2016m5,-.028533919
Aquitaine,2016m6,.46667469
Aquitaine,2016m7,2.2972746
Aquitaine,2016m8,.50320351
Aquitaine,2016m9,.10805135
Aquitaine,2016m10,-.046764694
Aquitaine,2016m11,-.17281279
Aquitaine,2016m12,.0059144851
Aquitaine,2017m1,.041414205
Aquitaine,2017m2,-.0036502993
Aquitaine,2017m3,.069000214
