summer_leisure_f
-.9855765
-.4669086
.1613754
.7212289
1.43722
1.893553
1.788442
.6539654
-.5274478
-.4761237
-1.060863
-.4026966
-.8911005
-.7634576
.2145191
.7989798
1.150459
1.855871
1.435094
.4281006
-.4297204
-.7947404
-1.097488
-.9805744
-1.241478
-1.006786
-.1843372
.0452864
.8708283
1.672121
1.050259
.4229712
-.4218989
-.8908802
-1.125399
-.7082658
-1.064915
-.7834335
-.2509562
.0845707
.896541
1.290753
1.399008
.4552751
-.9887163
-1.219244
-1.402811
-.8778613
-1.302462
-1.208947
-.6178077
-.2035719
1.039019
1.255563
1.461754
.6320648
-.7383555
